frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-1.0677,4.2192,1.6485,273.78,306.28,50.00,150.00
1,2,-1.8800,4.4120,1.6485,204.56,299.46,50.00,150.00
1,3,-3.3032,5.4824,1.6485,133.99,270.28,50.00,150.00
2,1,-1.0645,4.2130,1.6485,273.93,306.52,50.00,150.00
2,2,-1.8836,4.4026,1.6485,203.87,299.77,50.00,150.00
2,3,-3.3043,5.4871,1.6485,134.12,270.17,50.00,150.00
3,1,-1.0566,4.2044,1.6485,274.48,306.83,50.00,150.00
3,2,-1.8910,4.3893,1.6485,202.67,300.23,50.00,150.00
3,3,-3.3065,5.4966,1.6485,134.38,269.96,50.00,150.00
4,1,-1.0445,4.1935,1.6485,275.37,307.24,50.00,150.00
4,2,-1.9019,4.3717,1.6485,200.98,300.83,50.00,150.00
4,3,-3.3096,5.5109,1.6485,134.78,269.65,50.00,150.00
5,1,-1.0282,4.1800,1.6485,276.60,307.75,50.00,150.00
5,2,-1.9158,4.3497,1.6485,198.82,301.60,50.00,150.00
5,3,-3.3135,5.5300,1.6485,135.32,269.24,50.00,150.00
6,1,-1.0079,4.1638,1.6485,278.17,308.36,50.00,150.00
6,2,-1.9326,4.3232,1.6485,196.19,302.53,50.00,150.00
6,3,-3.3181,5.5539,1.6485,136.02,268.73,50.00,150.00
7,1,-0.9836,4.1451,1.6485,280.09,309.08,50.00,150.00
7,2,-1.9519,4.2919,1.6485,193.08,303.64,50.00,150.00
7,3,-3.3230,5.5827,1.6485,136.91,268.12,50.00,150.00
8,1,-0.9551,4.1238,1.6485,282.35,309.90,50.00,150.00
8,2,-1.9737,4.2558,1.6485,189.50,304.94,50.00,150.00
8,3,-3.3279,5.6164,1.6485,137.98,267.41,50.00,150.00
9,1,-0.9226,4.0999,1.6485,284.99,310.83,50.00,150.00
9,2,-1.9976,4.2148,1.6485,185.42,306.45,50.00,150.00
9,3,-3.3325,5.6551,1.6485,139.28,266.60,50.00,150.00
10,1,-0.8859,4.0736,1.6485,288.02,311.87,50.00,150.00
10,2,-2.0237,4.1688,1.6485,180.83,308.18,50.00,150.00
10,3,-3.3364,5.6987,1.6485,140.82,265.71,50.00,150.00
11,1,-0.8450,4.0449,1.6485,291.44,313.02,50.00,150.00
11,2,-2.0634,4.1301,1.6485,175.16,309.66,50.00,150.00
11,3,-3.3205,5.7380,1.6485,143.52,264.92,50.00,150.00
12,1,-0.8003,4.0133,1.6485,295.24,314.30,50.00,150.00
12,2,-2.1118,4.0946,1.6485,168.70,311.04,50.00,150.00
12,3,-3.2934,5.7744,1.6485,146.86,264.19,50.00,150.00
13,1,-0.7520,3.9785,1.6485,299.40,315.74,50.00,150.00
13,2,-2.1668,4.0594,1.6485,161.49,312.44,50.00,150.00
13,3,-3.2584,5.8097,1.6485,150.66,263.50,50.00,150.00
14,1,-0.7006,3.9398,1.6485,303.87,317.37,50.00,150.00
14,2,-2.2271,4.0225,1.6485,153.54,313.93,50.00,150.00
14,3,-3.2174,5.8455,1.6485,154.84,262.81,50.00,150.00
15,1,-0.6497,3.8991,1.6485,308.34,319.12,50.00,150.00
15,2,-2.2889,3.9843,1.6485,145.20,315.50,50.00,150.00
15,3,-3.1712,5.8825,1.6485,159.36,262.09,50.00,150.00
16,1,-0.6004,3.8565,1.6485,312.72,320.98,50.00,150.00
16,2,-2.3502,3.9451,1.6485,136.71,317.14,50.00,150.00
16,3,-3.1204,5.9216,1.6485,164.22,261.36,50.00,150.00
17,1,-0.5530,3.8120,1.6485,316.97,322.98,50.00,150.00
17,2,-2.4105,3.9044,1.6485,128.05,318.89,50.00,150.00
17,3,-3.0676,5.9611,1.6485,169.16,260.62,50.00,150.00
18,1,-0.5076,3.7653,1.6485,321.08,325.12,50.00,150.00
18,2,-2.4696,3.8621,1.6485,119.22,320.74,50.00,150.00
18,3,-3.0145,6.0003,1.6485,174.04,259.90,50.00,150.00
19,1,-0.4645,3.7165,1.6485,325.01,327.42,50.00,150.00
