frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-2.2875,6.2451,2.0285,228.48,279.93,50.00,150.00
2,1,-2.2953,6.2456,2.0285,228.00,279.92,50.00,150.00
3,1,-2.3070,6.2464,2.0285,227.26,279.90,50.00,150.00
4,1,-2.3226,6.2474,2.0285,226.29,279.88,50.00,150.00
5,1,-2.3421,6.2487,2.0285,225.07,279.85,50.00,150.00
6,1,-2.3655,6.2502,2.0285,223.61,279.82,50.00,150.00
7,1,-2.3928,6.2520,2.0285,221.91,279.78,50.00,150.00
8,1,-2.4240,6.2541,2.0285,219.96,279.74,50.00,150.00
9,1,-2.4591,6.2564,2.0285,217.78,279.69,50.00,150.00
10,1,-2.4981,6.2590,2.0285,215.35,279.64,50.00,150.00
11,1,-2.5410,6.2618,2.0285,212.68,279.58,50.00,150.00
12,1,-2.5878,6.2649,2.0285,209.78,279.52,50.00,150.00
13,1,-2.6385,6.2683,2.0285,206.63,279.45,50.00,150.00
14,1,-2.6913,6.2718,2.0285,203.35,279.37,50.00,150.00
15,1,-2.7442,6.2753,2.0285,200.08,279.30,50.00,150.00
16,1,-2.7970,6.2788,2.0285,196.81,279.23,50.00,150.00
17,1,-2.8498,6.2822,2.0285,193.55,279.16,50.00,150.00
18,1,-2.9027,6.2857,2.0285,190.29,279.09,50.00,150.00
19,1,-2.9555,6.2892,2.0285,187.03,279.01,50.00,150.00
20,1,-3.0083,6.2927,2.0285,183.78,278.94,50.00,150.00
21,1,-3.0611,6.2962,2.0285,180.53,278.87,50.00,150.00
22,1,-3.1140,6.2997,2.0285,177.28,278.80,50.00,150.00
23,1,-3.1668,6.3032,2.0285,174.04,278.73,50.00,150.00
24,1,-3.2196,6.3067,2.0285,170.80,278.66,50.00,150.00
25,1,-3.2725,6.3102,2.0285,167.56,278.59,50.00,150.00
26,1,-3.3253,6.3137,2.0285,164.33,278.51,50.00,150.00
27,1,-3.3781,6.3172,2.0285,161.10,278.44,50.00,150.00
28,1,-3.4310,6.3207,2.0285,157.87,278.37,50.00,150.00
29,1,-3.4838,6.3242,2.0285,154.65,278.30,50.00,150.00
30,1,-3.5366,6.3277,2.0285,151.43,278.23,50.00,150.00
31,1,-3.5895,6.3312,2.0285,148.22,278.16,50.00,150.00
32,1,-3.6423,6.3347,2.0285,145.01,278.09,50.00,150.00
33,1,-3.6951,6.3382,2.0285,141.80,278.02,50.00,150.00
34,1,-3.7480,6.3417,2.0285,138.60,277.95,50.00,150.00
35,1,-3.8008,6.3452,2.0285,135.40,277.88,50.00,150.00
36,1,-3.8536,6.3487,2.0285,132.20,277.81,50.00,150.00
37,1,-3.9065,6.3522,2.0285,129.01,277.74,50.00,150.00
38,1,-3.9593,6.3557,2.0285,125.82,277.67,50.00,150.00
39,1,-4.0121,6.3592,2.0285,122.63,277.60,50.00,150.00
40,1,-4.0650,6.3627,2.0285,119.45,277.53,50.00,150.00
41,1,-4.1178,6.3661,2.0285,116.27,277.46,50.00,150.00
42,1,-4.1706,6.3696,2.0285,113.09,277.39,50.00,150.00
43,1,-4.2235,6.3731,2.0285,109.92,277.32,50.00,150.00
44,1,-4.2763,6.3766,2.0285,106.75,277.25,50.00,150.00
45,1,-4.3291,6.3801,2.0285,103.59,277.18,50.00,150.00
46,1,-4.3820,6.3836,2.0285,100.43,277.11,50.00,150.00
47,1,-4.4348,6.3871,2.0285,97.27,277.04,50.00,150.00
48,1,-4.4876,6.3906,2.0285,94.11,276.97,50.00,150.00
49,1,-4.5404,6.3941,2.0285,90.96,276.90,50.00,150.00
50,1,-4.5933,6.3976,2.0285,87.81,276.83,50.00,150.00
51,1,-4.6461,6.4011,2.0285,84.67,276.76,50.00,150.00
52,1,-4.6989,6.4046,2.0285,81.53,276.69,50.00,150.00
53,1,-4.7518,6.4081,2.0285,78.39,276.62,50.00,150.00
54,1,-4.8046,6.4116,2.0285,75.25,276.55,50.00,150.00
55,1,-4.8574,6.4151,2.0285,72.12,276.48,50.00,150.00
56,1,-4.9103,6.4186,2.0285,69.00,276.41,50.00,150.00
57,1,-4.9631,6.4221,2.0285,65.87,276.35,50.00,150.00
58,1,-5.0159,6.4256,2.0285,62.75,276.28,50.00,150.00
59,1,-5.0688,6.4291,2.0285,59.63,276.21,50.00,150.00
60,1,-5.1216,6.4326,2.0285,56.52,276.14,50.00,150.00
61,1,-5.1744,6.4361,2.0285,53.41,276.07,50.00,150.00
62,1,-5.2273,6.4396,2.0285,50.30,276.00,50.00,150.00
63,1,-5.2801,6.4431,2.0285,47.20,275.93,50.00,150.00
64,1,-5.3329,6.4465,2.0285,44.10,275.87,50.00,150.00
65,1,-5.3858,6.4500,2.0285,41.00,275.80,50.00,150.00
66,1,-5.4386,6.4535,2.0285,37.91,275.73,50.00,150.00
67,1,-5.4914,6.4570,2.0285,34.82,275.66,50.00,150.00
68,1,-5.5443,6.4605,2.0285,31.73,275.59,50.00,150.00
69,1,-5.5971,6.4640,2.0285,28.65,275.53,50.00,150.00
70,1,-5.6499,6.4675,2.0285,25.57,275.46,50.00,150.00
71,1,-5.7028,6.4710,2.0285,22.49,275.39,50.00,150.00
72,1,-5.7556,6.4745,2.0285,19.42,275.32,50.00,150.00
73,1,-5.8084,6.4780,2.0285,16.35,275.25,50.00,150.00
74,1,-5.8613,6.4815,2.0285,13.28,275.19,50.00,150.00
75,1,-5.9141,6.4850,2.0285,10.21,275.12,50.00,150.00
76,1,-5.9669,6.4885,2.0285,7.15,275.05,50.00,150.00
77,1,-6.0197,6.4920,2.0285,4.10,274.98,50.00,150.00
78,1,-6.0726,6.4955,2.0285,1.04,274.92,50.00,150.00
79,1,-6.1254,6.4990,2.0285,0.00,274.85,50.00,150.00
80,1,-6.1782,6.5025,2.0285,0.00,274.78,50.00,150.00
81,1,-6.2311,6.5060,2.0285,0.00,274.72,50.00,150.00
82,1,-6.2839,6.5095,2.0285,0.00,274.65,50.00,150.00
