frame,track_id,world_pX,world_pZ,world_pY,cov_00,cov_01,cov_02,cov_10,cov_11,cov_12,cov_20,cov_21,cov_22
3,1,-1.054922,4.081791,1.678411,0.002276,-0.000001,-0.000000,-0.000001,0.002458,-0.000000,-0.000000,-0.000000,0.008354
3,2,-3.245770,5.402354,1.655890,0.002246,-0.000001,-0.000000,-0.000001,0.002209,0.000008,-0.000000,0.000008,0.008324
3,3,-1.910302,4.279278,1.665798,0.002322,-0.000009,-0.000000,-0.000009,0.002142,0.000000,-0.000000,0.000000,0.008407
4,1,-1.055113,4.082844,1.674605,0.002215,-0.000002,-0.000000,-0.000002,0.002194,0.000000,-0.000000,0.000000,0.007177
4,2,-3.287823,5.384716,1.647309,0.002083,-0.000023,0.000001,-0.000023,0.002075,0.000004,0.000001,0.000004,0.007243
4,3,-1.926965,4.220695,1.653627,0.002294,0.000007,-0.000000,0.000007,0.002295,0.000000,-0.000000,0.000000,0.007489
5,1,-0.978317,3.894887,1.600215,0.002397,0.000154,0.000001,0.000154,0.002364,0.000048,0.000001,0.000048,0.006464
5,2,-3.241189,5.284921,1.623004,0.002081,-0.000170,-0.000005,-0.000170,0.002060,0.000014,-0.000005,0.000014,0.006557
5,3,-1.923483,4.192978,1.653226,0.002173,0.000045,0.000001,0.000045,0.002292,-0.000000,0.000001,-0.000000,0.006905
6,1,-0.936276,3.804997,1.562072,0.002312,0.000062,0.000033,0.000062,0.001939,0.000003,0.000033,0.000003,0.005849
6,2,-3.280032,5.381725,1.633858,0.002080,0.000000,-0.000001,0.000000,0.002208,0.000017,-0.000001,0.000017,0.006193
6,3,-1.910182,4.194246,1.663604,0.002121,0.000010,-0.000002,0.000010,0.002222,-0.000002,-0.000002,-0.000002,0.006483
7,1,-0.911271,3.768805,1.537319,0.002216,-0.000102,0.000023,-0.000102,0.001971,-0.000020,0.000023,-0.000020,0.005449
7,2,-3.287229,5.435262,1.648007,0.001950,-0.000080,0.000012,-0.000080,0.001976,0.000025,0.000012,0.000025,0.005802
7,3,-1.921471,4.172363,1.676754,0.002146,-0.000086,-0.000001,-0.000086,0.002204,-0.000004,-0.000001,-0.000004,0.006072
8,1,-0.941666,3.958533,1.581654,0.002083,-0.000021,0.000004,-0.000021,0.002090,0.000004,0.000004,0.000004,0.005555
8,2,-3.274389,5.475343,1.647005,0.001850,-0.000127,0.000009,-0.000127,0.001723,0.000008,0.000009,0.000008,0.005389
8,3,-1.971363,4.168300,1.690292,0.002155,-0.000202,0.000005,-0.000202,0.002041,-0.000007,0.000005,-0.000007,0.005593
9,1,-0.913371,3.987509,1.613520,0.002104,0.000128,-0.000016,0.000128,0.002331,-0.000093,-0.000016,-0.000093,0.005657
9,2,-3.255392,5.518755,1.645390,0.001796,-0.000115,0.000003,-0.000115,0.001618,0.000001,0.000003,0.000001,0.005011
9,3,-2.013515,4.099561,1.703822,0.002119,-0.000136,0.000011,-0.000136,0.001785,0.000003,0.000011,0.000003,0.005207
10,1,-0.897051,3.950238,1.627438,0.002082,0.000028,-0.000001,0.000028,0.002172,-0.000036,-0.000001,-0.000036,0.005642
10,2,-3.242368,5.563331,1.645498,0.009079,-0.001112,0.000006,-0.001112,0.006676,-0.000001,0.000006,-0.000001,0.009785
10,3,-2.048560,4.045306,1.727357,0.002118,0.000028,0.000020,0.000028,0.002025,0.000029,0.000020,0.000029,0.005003
11,1,-0.835749,3.802412,1.599871,0.002210,0.000072,-0.000016,0.000072,0.002198,0.000030,-0.000016,0.000030,0.005642
11,3,-2.094829,4.018245,1.751933,0.002036,0.000093,0.000018,0.000093,0.002149,0.000030,0.000018,0.000030,0.004832
12,1,-0.782351,3.861216,1.629321,0.002255,-0.000001,0.000008,-0.000001,0.002096,0.000023,0.000008,0.000023,0.005702
12,3,-2.083626,3.982226,1.749300,0.001983,0.000033,0.000012,0.000033,0.001975,0.000018,0.000012,0.000018,0.004605
13,1,-0.706673,3.867452,1.656637,0.002184,-0.000088,-0.000013,-0.000088,0.001740,0.000011,-0.000013,0.000011,0.005398
13,3,-2.083082,3.942671,1.736849,0.001979,0.000034,0.000009,0.000034,0.001873,0.000006,0.000009,0.000006,0.004381
14,1,-0.644684,3.847869,1.676426,0.002166,-0.000063,-0.000019,-0.000063,0.001602,-0.000016,-0.000019,-0.000016,0.005063
14,3,-2.130661,3.893577,1.722448,0.002245,0.000036,0.000003,0.000036,0.001687,0.000002,0.000003,0.000002,0.004154
15,1,-0.593902,3.827653,1.691744,0.002152,-0.000021,-0.000017,-0.000021,0.001548,-0.000020,-0.000017,-0.000020,0.004731
15,3,-2.197011,3.844654,1.704405,0.002284,-0.000018,-0.000014,-0.000018,0.001420,0.000002,-0.000014,0.000002,0.003916
16,1,-0.550472,3.787983,1.699033,0.002122,0.000060,-0.000015,0.000060,0.001723,-0.000018,-0.000015,-0.000018,0.004524
16,2,-3.009327,5.732054,1.647965,0.002501,-0.000000,0.000000,-0.000000,0.002501,-0.000000,0.000000,-0.000000,0.010000
16,3,-2.168155,3.677276,1.628693,0.002166,-0.000023,-0.000011,-0.000023,0.002588,0.000472,-0.000011,0.000472,0.004919
17,1,-0.513639,3.728473,1.703566,0.001968,0.000095,-0.000009,0.000095,0.001969,-0.000009,-0.000009,-0.000009,0.004493
17,2,-2.955853,5.746486,1.648312,0.571349,-0.027882,0.000096,-0.027882,0.498318,0.000109,0.000096,0.000109,0.337204
17,3,-2.200080,3.570240,1.568747,0.002067,-0.000028,0.000049,-0.000028,0.001961,0.000196,0.000049,0.000196,0.005255
18,1,-0.480635,3.665058,1.707855,0.001795,0.000045,-0.000002,0.000045,0.001804,-0.000008,-0.000002,-0.000008,0.004327
18,2,-2.888803,5.748846,1.624199,0.002499,-0.000000,0.000000,-0.000000,0.002498,0.000000,0.000000,0.000000,0.009939
18,3,-2.279613,3.483435,1.536712,0.001993,-0.000095,0.000035,-0.000095,0.001860,0.000007,0.000035,0.000007,0.005157
19,1,-0.454189,3.595532,1.708923,0.001705,0.000008,0.000001,0.000008,0.001715,-0.000007,0.000001,-0.000007,0.004116
19,2,-2.842558,5.772420,1.615959,0.002212,-0.000007,-0.000000,-0.000007,0.002190,-0.000000,-0.000000,-0.000000,0.007301
19,3,-2.359599,3.429875,1.527076,0.001847,-0.000186,-0.000027,-0.000186,0.001794,-0.000003,-0.000027,-0.000003,0.004964
20,1,-0.449880,3.562309,1.717605,0.001680,-0.000001,0.000004,-0.000001,0.001710,-0.000006,0.000004,-0.000006,0.003944
20,2,-2.799339,5.898928,1.639821,0.002146,0.000032,0.000004,0.000032,0.002256,0.000019,0.000004,0.000019,0.006421
20,3,-2.371182,3.357502,1.545132,0.001653,-0.000175,0.000011,-0.000175,0.001608,0.000008,0.000011,0.000008,0.004768
21,1,-0.465412,3.516902,1.709552,0.001664,0.000032,0.000011,0.000032,0.001658,-0.000008,0.000011,-0.000008,0.003788
21,2,-2.768273,5.958181,1.657782,0.002072,0.000139,-0.000001,0.000139,0.001903,0.000013,-0.000001,0.000013,0.005767
21,3,-2.533183,3.572745,1.661448,0.002204,0.000030,0.000117,0.000030,0.002375,0.000259,0.000117,0.000259,0.005926
22,1,-0.497469,3.468138,1.691916,0.001659,0.000045,0.000014,0.000045,0.001644,-0.000011,0.000014,-0.000011,0.003651
22,2,-2.710139,5.913097,1.654920,0.002137,0.000069,0.000000,0.000069,0.002086,-0.000002,0.000000,-0.000002,0.005433
22,3,-2.535020,3.530946,1.703381,0.002144,-0.000080,0.000062,-0.000080,0.001917,0.000051,0.000062,0.000051,0.006064
23,1,-0.551006,3.424111,1.680485,0.001676,0.000053,0.000017,0.000053,0.001635,-0.000008,0.000017,-0.000008,0.003540
23,2,-2.729806,6.011620,1.669179,0.002140,0.000043,-0.000003,0.000043,0.001955,0.000035,-0.000003,0.000035,0.005207
23,3,-2.548432,3.451694,1.695962,0.002026,-0.000164,0.000016,-0.000164,0.001758,0.000028,0.000016,0.000028,0.006055
24,1,-0.600631,3.374374,1.664988,0.001672,0.000052,0.000010,0.000052,0.001622,-0.000001,0.000010,-0.000001,0.003426
24,2,-2.699769,6.078350,1.684060,0.002011,0.000045,-0.000016,0.000045,0.001957,0.000045,-0.000016,0.000045,0.005017
24,3,-2.558774,3.376212,1.669694,0.001988,-0.000112,0.000025,-0.000112,0.001810,0.000076,0.000025,0.000076,0.005956
25,1,-0.614608,3.328404,1.645590,0.001676,0.000029,-0.000004,0.000029,0.001635,0.000002,-0.000004,0.000002,0.003333
25,2,-2.668404,6.112252,1.693107,0.014560,-0.001913,-0.000045,-0.001913,0.017497,0.000070,-0.000045,0.000070,0.010908
25,3,-2.610558,3.309183,1.635177,0.001915,-0.000049,0.000029,-0.000049,0.001819,0.000041,0.000029,0.000041,0.005687
26,1,-0.596480,3.277281,1.621935,0.001725,0.000064,-0.000018,0.000064,0.001627,0.000005,-0.000018,0.000005,0.003296
26,2,-2.495181,6.143488,1.659229,0.002374,0.000027,-0.000005,0.000027,0.002383,0.000005,-0.000005,0.000005,0.007114
