frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-0.1650,4.0854,1.6485,358.84,311.41,50.00,150.00
1,2,-3.7318,5.0039,1.6485,76.68,281.78,50.00,150.00
2,1,-0.1574,4.0896,1.6485,359.60,311.24,50.00,150.00
2,2,-3.7238,5.0058,1.6485,77.45,281.73,50.00,150.00
3,1,-0.1460,4.0960,1.6485,360.74,310.99,50.00,150.00
3,2,-3.7117,5.0088,1.6485,78.59,281.65,50.00,150.00
4,1,-0.1308,4.1046,1.6485,362.25,310.65,50.00,150.00
4,2,-3.6955,5.0128,1.6485,80.11,281.54,50.00,150.00
5,1,-0.1118,4.1152,1.6485,364.13,310.23,50.00,150.00
5,2,-3.6753,5.0177,1.6485,82.01,281.41,50.00,150.00
6,1,-0.0890,4.1280,1.6485,366.38,309.74,50.00,150.00
6,2,-3.6511,5.0236,1.6485,84.28,281.26,50.00,150.00
7,1,-0.0624,4.1429,1.6485,368.98,309.16,50.00,150.00
7,2,-3.6229,5.0305,1.6485,86.93,281.08,50.00,150.00
8,1,-0.0320,4.1600,1.6485,371.92,308.51,50.00,150.00
8,2,-3.5906,5.0384,1.6485,89.94,280.87,50.00,150.00
9,1,0.0022,4.1792,1.6485,375.21,307.78,50.00,150.00
9,2,-3.5543,5.0473,1.6485,93.32,280.64,50.00,150.00
10,1,0.0402,4.2005,1.6485,378.83,306.98,50.00,150.00
10,2,-3.5139,5.0572,1.6485,97.07,280.39,50.00,150.00
11,1,0.0820,4.2239,1.6485,382.77,306.11,50.00,150.00
11,2,-3.4695,5.0681,1.6485,101.17,280.11,50.00,150.00
12,1,0.1276,4.2495,1.6485,387.01,305.17,50.00,150.00
12,2,-3.4211,5.0799,1.6485,105.62,279.80,50.00,150.00
13,1,0.1770,4.2772,1.6485,391.55,304.17,50.00,150.00
13,2,-3.3686,5.0928,1.6485,110.42,279.48,50.00,150.00
14,1,0.2285,4.3061,1.6485,396.23,303.13,50.00,150.00
14,2,-3.3140,5.1062,1.6485,115.39,279.14,50.00,150.00
15,1,0.2800,4.3350,1.6485,400.83,302.11,50.00,150.00
15,2,-3.2593,5.1196,1.6485,120.35,278.80,50.00,150.00
16,1,0.3315,4.3639,1.6485,405.38,301.10,50.00,150.00
16,2,-3.2046,5.1329,1.6485,125.27,278.46,50.00,150.00
17,1,0.3829,4.3927,1.6485,409.87,300.11,50.00,150.00
17,2,-3.1499,5.1463,1.6485,130.17,278.13,50.00,150.00
18,1,0.4344,4.4216,1.6485,414.30,299.13,50.00,150.00
18,2,-3.0953,5.1597,1.6485,135.04,277.80,50.00,150.00
19,1,0.4859,4.4505,1.6485,418.67,298.16,50.00,150.00
19,2,-3.0406,5.1731,1.6485,139.89,277.47,50.00,150.00
20,1,0.5374,4.4794,1.6485,422.99,297.21,50.00,150.00
20,2,-2.9859,5.1865,1.6485,144.72,277.14,50.00,150.00
21,1,0.5889,4.5082,1.6485,427.25,296.27,50.00,150.00
21,2,-2.9312,5.1999,1.6485,149.52,276.81,50.00,150.00
22,1,0.6403,4.5371,1.6485,431.45,295.33,50.00,150.00
22,2,-2.8766,5.2133,1.6485,154.29,276.48,50.00,150.00
23,1,0.6918,4.5660,1.6485,435.61,294.41,50.00,150.00
23,2,-2.8219,5.2267,1.6485,159.04,276.16,50.00,150.00
24,1,0.7433,4.5949,1.6485,439.71,293.51,50.00,150.00
24,2,-2.7672,5.2401,1.6485,163.76,275.84,50.00,150.00
25,1,0.7948,4.6238,1.6485,443.76,292.61,50.00,150.00
25,2,-2.7125,5.2535,1.6485,168.47,275.52,50.00,150.00
26,1,0.8463,4.6526,1.6485,447.76,291.73,50.00,150.00
26,2,-2.6579,5.2668,1.6485,173.14,275.20,50.00,150.00
27,1,0.8977,4.6815,1.6485,451.71,290.85,50.00,150.00
27,2,-2.6032,5.2802,1.6485,177.80,274.88,50.00,150.00
28,1,0.9492,4.7104,1.6485,455.61,289.99,50.00,150.00
28,2,-2.5485,5.2936,1.6485,182.43,274.57,50.00,150.00
29,1,1.0007,4.7393,1.6485,459.46,289.14,50.00,150.00
29,2,-2.4938,5.3070,1.6485,187.03,274.25,50.00,150.00
30,1,1.0522,4.7682,1.6485,463.27,288.29,50.00,150.00
30,2,-2.4392,5.3204,1.6485,191.62,273.94,50.00,150.00
31,1,1.1037,4.7970,1.6485,467.03,287.46,50.00,150.00
31,2,-2.3845,5.3338,1.6485,196.18,273.63,50.00,150.00
32,1,1.1551,4.8259,1.6485,470.74,286.64,50.00,150.00
32,2,-2.3298,5.3472,1.6485,200.72,273.32,50.00,150.00
33,1,1.2066,4.8548,1.6485,474.42,285.82,50.00,150.00
33,2,-2.2751,5.3606,1.6485,205.23,273.01,50.00,150.00
34,1,1.2581,4.8837,1.6485,478.05,285.02,50.00,150.00
34,2,-2.2205,5.3740,1.6485,209.72,272.70,50.00,150.00
35,1,1.3096,4.9126,1.6485,481.63,284.23,50.00,150.00
35,2,-2.1658,5.3873,1.6485,214.19,272.40,50.00,150.00
36,1,1.3611,4.9414,1.6485,485.18,283.44,50.00,150.00
36,2,-2.1111,5.4007,1.6485,218.64,272.09,50.00,150.00
37,1,1.4125,4.9703,1.6485,488.68,282.67,50.00,150.00
37,2,-2.0564,5.4141,1.6485,223.07,271.79,50.00,150.00
38,1,1.4640,4.9992,1.6485,492.14,281.90,50.00,150.00
38,2,-2.0018,5.4275,1.6485,227.47,271.49,50.00,150.00
39,1,1.5155,5.0281,1.6485,495.56,281.14,50.00,150.00
