frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,3.5854,5.3607,1.6485,642.53,273.01,50.00,150.00
1,2,-1.3995,2.8716,1.9285,180.06,418.63,50.00,150.00
1,3,0.6643,5.0676,1.6485,427.44,280.12,50.00,150.00
1,4,1.6594,3.1354,2.0285,586.69,408.79,50.00,150.00
1,5,-1.4796,5.0876,1.6485,258.67,279.61,50.00,150.00
2,1,3.5802,5.3522,1.6485,642.57,273.20,50.00,150.00
2,2,-1.3991,2.8795,1.9285,180.65,417.89,50.00,150.00
2,3,0.6545,5.0699,1.6485,426.64,280.06,50.00,150.00
2,4,1.6693,3.1310,2.0285,588.27,409.15,50.00,150.00
2,5,-1.4890,5.0879,1.6485,257.94,279.60,50.00,150.00
3,1,3.5725,5.3394,1.6485,642.64,273.50,50.00,150.00
3,2,-1.3985,2.8914,1.9285,181.53,416.79,50.00,150.00
3,3,0.6397,5.0732,1.6485,425.44,279.98,50.00,150.00
3,4,1.6843,3.1244,2.0285,590.64,409.70,50.00,150.00
3,5,-1.5031,5.0882,1.6485,256.84,279.59,50.00,150.00
4,1,3.5623,5.3223,1.6485,642.72,273.89,50.00,150.00
4,2,-1.3977,2.9073,1.9285,182.69,415.34,50.00,150.00
4,3,0.6201,5.0776,1.6485,423.85,279.86,50.00,150.00
4,4,1.7043,3.1155,2.0285,593.81,410.44,50.00,150.00
4,5,-1.5219,5.0888,1.6485,255.37,279.58,50.00,150.00
5,1,3.5494,5.3009,1.6485,642.83,274.39,50.00,150.00
5,2,-1.3967,2.9271,1.9285,184.13,413.54,50.00,150.00
5,3,0.5955,5.0832,1.6485,421.86,279.72,50.00,150.00
5,4,1.7293,3.1045,2.0285,597.81,411.36,50.00,150.00
5,5,-1.5454,5.0894,1.6485,253.54,279.56,50.00,150.00
6,1,3.5340,5.2753,1.6485,642.97,275.00,50.00,150.00
6,2,-1.3955,2.9508,1.9285,185.83,411.42,50.00,150.00
6,3,0.5661,5.0898,1.6485,419.49,279.55,50.00,150.00
6,4,1.7592,3.0912,2.0285,602.64,412.48,50.00,150.00
6,5,-1.5735,5.0902,1.6485,251.35,279.54,50.00,150.00
7,1,3.5160,5.2454,1.6485,643.12,275.71,50.00,150.00
7,2,-1.3941,2.9785,1.9285,187.78,408.99,50.00,150.00
7,3,0.5317,5.0976,1.6485,416.72,279.36,50.00,150.00
7,4,1.7942,3.0758,2.0285,608.33,413.80,50.00,150.00
7,5,-1.6064,5.0911,1.6485,248.79,279.52,50.00,150.00
8,1,3.4955,5.2113,1.6485,643.30,276.53,50.00,150.00
8,2,-1.3925,3.0102,1.9285,189.96,406.26,50.00,150.00
8,3,0.4924,5.1065,1.6485,413.57,279.13,50.00,150.00
8,4,1.8341,3.0581,2.0285,614.90,415.33,50.00,150.00
8,5,-1.6440,5.0921,1.6485,245.86,279.49,50.00,150.00
9,1,3.4724,5.1728,1.6485,643.51,277.47,50.00,150.00
9,2,-1.3907,3.0459,1.9285,192.36,403.26,50.00,150.00
9,3,0.4481,5.1165,1.6485,410.04,278.88,50.00,150.00
9,4,1.8791,3.0383,2.0285,622.39,417.06,50.00,150.00
9,5,-1.6862,5.0933,1.6485,242.57,279.47,50.00,150.00
10,1,3.4467,5.1301,1.6485,643.74,278.54,50.00,150.00
10,2,-1.3887,3.0855,1.9285,194.96,400.01,50.00,150.00
10,3,0.3990,5.1276,1.6485,406.13,278.60,50.00,150.00
10,4,1.9290,3.0162,2.0285,630.82,419.02,50.00,150.00
10,5,-1.7332,5.0945,1.6485,238.92,279.43,50.00,150.00
11,1,3.4185,5.0831,1.6485,644.00,279.72,50.00,150.00
11,2,-1.3866,3.1290,1.9285,197.75,396.53,50.00,150.00
11,3,0.3450,5.1398,1.6485,401.85,278.29,50.00,150.00
11,4,1.9839,2.9919,2.0285,640.24,421.20,50.00,150.00
11,5,-1.7848,5.0960,1.6485,234.90,279.40,50.00,150.00
12,1,3.3876,5.0319,1.6485,644.30,281.04,50.00,150.00
12,2,-1.3842,3.1766,1.9285,200.70,392.84,50.00,150.00
12,3,0.2860,5.1531,1.6485,397.20,277.96,50.00,150.00
12,4,2.0439,2.9654,2.0285,650.69,423.62,50.00,150.00
12,5,-1.8412,5.0975,1.6485,230.52,279.36,50.00,150.00
13,1,3.3543,4.9763,1.6485,644.62,282.51,50.00,150.00
13,2,-1.3645,3.1911,1.9285,203.96,391.74,50.00,150.00
13,3,0.2222,5.1675,1.6485,392.20,277.60,50.00,150.00
13,4,2.1088,2.9367,2.0285,662.23,426.29,50.00,150.00
13,5,-1.8943,5.1177,1.6485,226.94,278.85,50.00,150.00
14,1,3.3195,4.9185,1.6485,644.96,284.07,50.00,150.00
14,2,-1.3410,3.1925,1.9285,206.98,391.63,50.00,150.00
14,3,0.1556,5.1825,1.6485,387.01,277.23,50.00,150.00
14,4,2.1764,2.9068,2.0285,674.49,429.14,50.00,150.00
14,5,-1.9460,5.1486,1.6485,223.81,278.07,50.00,150.00
15,1,3.2847,4.8606,1.6485,645.31,285.66,50.00,150.00
15,2,-1.3262,3.2068,1.9285,209.57,390.55,50.00,150.00
15,3,0.0890,5.1976,1.6485,381.85,276.87,50.00,150.00
15,4,2.2440,2.8769,2.0285,687.00,432.04,50.00,150.00
15,5,-2.0059,5.1680,1.6485,219.74,277.59,50.00,150.00
16,1,3.2499,4.8028,1.6485,645.67,287.30,50.00,150.00
16,2,-1.3168,3.2275,1.9285,211.81,389.01,50.00,150.00
16,3,0.0225,5.2126,1.6485,376.73,276.50,50.00,150.00
16,4,2.3116,2.8470,2.0285,699.78,435.00,50.00,150.00
16,5,-2.0684,5.1798,1.6485,215.27,277.30,50.00,150.00
17,1,3.2151,4.7449,1.6485,646.04,288.97,50.00,150.00
17,2,-1.3104,3.2529,1.9285,213.86,387.14,50.00,150.00
17,3,-0.0441,5.2277,1.6485,371.63,276.14,50.00,150.00
17,4,2.3793,2.8172,2.0285,712.83,438.02,50.00,150.00
17,5,-2.1317,5.1872,1.6485,210.62,277.12,50.00,150.00
18,1,3.1803,4.6870,1.6485,646.42,290.69,50.00,150.00
18,2,-1.3059,3.2826,1.9285,215.87,384.99,50.00,150.00
18,3,-0.1106,5.2427,1.6485,366.56,275.78,50.00,150.00
18,4,2.4469,2.7873,2.0285,726.15,441.11,50.00,150.00
18,5,-2.1951,5.1921,1.6485,205.89,277.00,50.00,150.00
19,1,3.1456,4.6292,1.6485,646.80,292.44,50.00,150.00
19,2,-1.3024,3.3165,1.9285,217.92,382.60,50.00,150.00
19,3,-0.1772,5.2577,1.6485,361.52,275.42,50.00,150.00
19,4,2.5145,2.7574,2.0285,739.77,444.27,50.00,150.00
19,5,-2.2586,5.1956,1.6485,201.11,276.92,50.00,150.00
20,1,3.1166,4.6254,1.6485,644.52,292.56,50.00,150.00
20,2,-1.2994,3.3543,1.9285,220.05,379.97,50.00,150.00
20,3,-0.2437,5.2728,1.6485,356.51,275.06,50.00,150.00
20,4,2.5653,2.7059,2.0285,750.00,449.86,50.00,150.00
20,5,-2.3222,5.1983,1.6485,196.31,276.85,50.00,150.00
21,1,3.0928,4.6385,1.6485,641.71,292.16,50.00,150.00
21,2,-1.2966,3.3961,1.9285,222.28,377.14,50.00,150.00
21,3,-0.3103,5.2878,1.6485,351.53,274.70,50.00,150.00
21,5,-2.3858,5.2006,1.6485,191.50,276.79,50.00,150.00
22,1,3.0704,4.6328,1.6485,640.10,292.33,50.00,150.00
22,2,-1.2939,3.4419,1.9285,224.63,374.12,50.00,150.00
22,3,-0.3768,5.3028,1.6485,346.57,274.35,50.00,150.00
22,5,-2.4494,5.2027,1.6485,186.68,276.74,50.00,150.00
23,1,3.0496,4.6172,1.6485,639.19,292.81,50.00,150.00
23,2,-1.2912,3.4916,1.9285,227.09,370.93,50.00,150.00
23,3,-0.4434,5.3179,1.6485,341.65,274.00,50.00,150.00
23,5,-2.5130,5.2046,1.6485,181.86,276.70,50.00,150.00
24,1,3.0292,4.5946,1.6485,638.72,293.52,50.00,150.00
24,2,-1.2883,3.5453,1.9285,229.64,367.58,50.00,150.00
24,3,-0.5100,5.3329,1.6485,336.75,273.65,50.00,150.00
24,5,-2.5766,5.2064,1.6485,177.04,276.65,50.00,150.00
25,1,3.0081,4.5664,1.6485,638.50,294.40,50.00,150.00
25,2,-1.3099,3.5672,1.9285,228.12,366.25,50.00,150.00
25,3,-0.5595,5.3728,1.6485,333.34,272.73,50.00,150.00
25,5,-2.6402,5.2083,1.6485,172.23,276.61,50.00,150.00
26,1,2.9856,4.5331,1.6485,638.45,295.46,50.00,150.00
26,2,-1.3375,3.5733,1.9285,225.28,365.88,50.00,150.00
26,3,-0.5988,5.4257,1.6485,330.85,271.53,50.00,150.00
26,5,-2.7038,5.2100,1.6485,167.41,276.56,50.00,150.00
27,1,2.9613,4.4950,1.6485,638.51,296.70,50.00,150.00
27,2,-1.3679,3.5705,1.9285,221.76,366.05,50.00,150.00
27,3,-0.6318,5.4854,1.6485,328.93,270.21,50.00,150.00
27,5,-2.7675,5.2118,1.6485,162.60,276.52,50.00,150.00
28,1,2.9348,4.4525,1.6485,638.66,298.10,50.00,150.00
28,2,-1.3853,3.5849,1.9285,220.43,365.18,50.00,150.00
28,3,-0.6831,5.5283,1.6485,325.57,269.28,50.00,150.00
28,5,-2.8311,5.2135,1.6485,157.79,276.48,50.00,150.00
29,1,2.9060,4.4055,1.6485,638.85,299.68,50.00,150.00
29,2,-1.3951,3.6066,1.9285,220.27,363.88,50.00,150.00
29,3,-0.7434,5.5603,1.6485,321.52,268.59,50.00,150.00
29,5,-2.8947,5.2153,1.6485,152.99,276.44,50.00,150.00
30,1,2.8748,4.3541,1.6485,639.10,301.44,50.00,150.00
30,2,-1.4003,3.6331,1.9285,220.83,362.32,50.00,150.00
30,3,-0.8070,5.5850,1.6485,317.20,268.07,50.00,150.00
30,5,-2.9583,5.2171,1.6485,148.18,276.39,50.00,150.00
31,1,2.8411,4.2984,1.6485,639.39,303.41,50.00,150.00
31,2,-1.4027,3.6638,1.9285,221.86,360.55,50.00,150.00
31,3,-0.8721,5.6055,1.6485,312.77,267.63,50.00,150.00
31,5,-3.0219,5.2188,1.6485,143.38,276.35,50.00,150.00
32,1,2.8063,4.2406,1.6485,639.70,305.50,50.00,150.00
32,2,-1.4033,3.6984,1.9285,223.22,358.58,50.00,150.00
32,3,-0.9379,5.6236,1.6485,308.29,267.26,50.00,150.00
32,5,-3.0855,5.2206,1.6485,138.59,276.31,50.00,150.00
33,1,2.7714,4.1828,1.6485,640.03,307.65,50.00,150.00
33,2,-1.4160,3.7063,1.9285,222.18,358.13,50.00,150.00
33,3,-0.9907,5.6639,1.6485,305.04,266.42,50.00,150.00
33,5,-3.1491,5.2223,1.6485,133.79,276.27,50.00,150.00
34,1,2.7366,4.1249,1.6485,640.38,309.86,50.00,150.00
34,2,-1.4232,3.7210,1.9285,222.01,357.31,50.00,150.00
34,3,-1.0517,5.6944,1.6485,301.12,265.80,50.00,150.00
34,5,-3.2127,5.2241,1.6485,129.00,276.22,50.00,150.00
35,1,2.7018,4.0671,1.6485,640.73,312.13,50.00,150.00
35,2,-1.4269,3.7404,1.9285,222.40,356.24,50.00,150.00
35,3,-1.1157,5.7182,1.6485,296.96,265.32,50.00,150.00
35,5,-3.2763,5.2258,1.6485,124.22,276.18,50.00,150.00
36,1,2.6670,4.0092,1.6485,641.09,314.47,50.00,150.00
36,2,-1.4286,3.7638,1.9285,223.18,354.95,50.00,150.00
36,3,-1.1809,5.7382,1.6485,292.68,264.91,50.00,150.00
36,5,-3.3400,5.2276,1.6485,119.43,276.14,50.00,150.00
37,1,2.6322,3.9513,1.6485,641.47,316.88,50.00,150.00
37,2,-1.4344,3.7654,1.9285,222.62,354.87,50.00,150.00
37,3,-1.2354,5.7786,1.6485,289.48,264.11,50.00,150.00
37,5,-3.4036,5.2293,1.6485,114.65,276.10,50.00,150.00
38,1,2.5975,3.8935,1.6485,641.85,319.36,50.00,150.00
38,2,-1.4376,3.7727,1.9285,222.58,354.47,50.00,150.00
38,3,-1.2967,5.8086,1.6485,285.70,263.52,50.00,150.00
38,5,-3.4672,5.2311,1.6485,109.88,276.05,50.00,150.00
39,1,2.5627,3.8356,1.6485,642.25,321.91,50.00,150.00
39,2,-1.4392,3.7843,1.9285,222.88,353.84,50.00,150.00
39,3,-1.3608,5.8321,1.6485,281.67,263.06,50.00,150.00
39,5,-3.5308,5.2328,1.6485,105.10,276.01,50.00,150.00
40,1,2.5279,3.7778,1.6485,642.66,324.55,50.00,150.00
40,2,-1.4396,3.7999,1.9285,223.45,353.01,50.00,150.00
40,3,-1.4261,5.8520,1.6485,277.52,262.68,50.00,150.00
40,5,-3.5944,5.2346,1.6485,100.33,275.97,50.00,150.00
41,1,2.4931,3.7199,1.6485,643.08,327.26,50.00,150.00
41,2,-1.4394,3.8194,1.9285,224.25,351.97,50.00,150.00
41,3,-1.4920,5.8697,1.6485,273.33,262.34,50.00,150.00
41,5,-3.6580,5.2363,1.6485,95.57,275.93,50.00,150.00
42,1,2.4583,3.6620,1.6485,643.52,330.06,50.00,150.00
42,2,-1.4387,3.8429,1.9285,225.25,350.74,50.00,150.00
42,3,-1.5582,5.8862,1.6485,269.11,262.02,50.00,150.00
42,5,-3.7216,5.2381,1.6485,90.80,275.89,50.00,150.00
43,1,2.4235,3.6042,1.6485,643.97,332.95,50.00,150.00
43,2,-1.4376,3.8703,1.9285,226.42,349.31,50.00,150.00
43,3,-1.6245,5.9021,1.6485,264.90,261.72,50.00,150.00
43,5,-3.7852,5.2398,1.6485,86.04,275.84,50.00,150.00
44,1,2.3887,3.5463,1.6485,644.43,335.94,50.00,150.00
44,2,-1.4362,3.9017,1.9285,227.76,347.71,50.00,150.00
44,3,-1.6910,5.9176,1.6485,260.70,261.43,50.00,150.00
44,5,-3.8488,5.2416,1.6485,81.28,275.80,50.00,150.00
45,1,2.3540,3.4885,1.6485,644.91,339.02,50.00,150.00
45,2,-1.4345,3.9370,1.9285,229.25,345.94,50.00,150.00
45,3,-1.7575,5.9329,1.6485,256.51,261.14,50.00,150.00
45,5,-3.9125,5.2433,1.6485,76.53,275.76,50.00,150.00
46,1,2.3192,3.4306,1.6485,645.41,342.21,50.00,150.00
46,2,-1.4326,3.9763,1.9285,230.89,344.00,50.00,150.00
46,3,-1.8240,5.9481,1.6485,252.34,260.86,50.00,150.00
46,5,-3.9761,5.2451,1.6485,71.78,275.72,50.00,150.00
47,1,2.2844,3.3727,1.6485,645.92,345.51,50.00,150.00
47,2,-1.4305,4.0196,1.9285,232.65,341.91,50.00,150.00
47,3,-1.8905,5.9632,1.6485,248.19,260.58,50.00,150.00
47,5,-4.0397,5.2468,1.6485,67.03,275.68,50.00,150.00
48,1,2.2496,3.3149,1.6485,646.45,348.92,50.00,150.00
48,2,-1.4120,4.0329,1.9285,234.95,341.28,50.00,150.00
48,3,-1.9503,5.9961,1.6485,244.89,259.97,50.00,150.00
48,5,-4.1033,5.2486,1.6485,62.28,275.63,50.00,150.00
49,1,2.2148,3.2570,1.6485,647.00,352.45,50.00,150.00
49,2,-1.4003,4.0539,1.9285,236.83,340.28,50.00,150.00
49,3,-2.0137,6.0213,1.6485,241.23,259.51,50.00,150.00
49,5,-4.1669,5.2503,1.6485,57.54,275.59,50.00,150.00
50,1,2.1800,3.1992,1.6485,647.57,356.12,50.00,150.00
50,2,-1.3926,4.0801,1.9285,238.47,339.06,50.00,150.00
50,3,-2.0787,6.0421,1.6485,237.39,259.13,50.00,150.00
50,5,-4.2305,5.2521,1.6485,52.80,275.55,50.00,150.00
51,1,2.1452,3.1413,1.6485,648.17,359.91,50.00,150.00
51,2,-1.3872,4.1107,1.9285,240.01,337.65,50.00,150.00
51,3,-2.1444,6.0604,1.6485,233.46,258.80,50.00,150.00
51,5,-4.2941,5.2538,1.6485,48.07,275.51,50.00,150.00
