frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-1.8333,13.3778,1.6485,320.18,199.29,50.00,150.00
2,1,-1.8293,13.3874,1.6485,320.34,199.26,50.00,150.00
3,1,-1.8234,13.4017,1.6485,320.58,199.20,50.00,150.00
4,1,-1.8154,13.4208,1.6485,320.89,199.13,50.00,150.00
5,1,-1.8055,13.4447,1.6485,321.28,199.05,50.00,150.00
6,1,-1.7936,13.4733,1.6485,321.75,198.94,50.00,150.00
7,1,-1.7797,13.5068,1.6485,322.29,198.82,50.00,150.00
8,1,-1.7639,13.5450,1.6485,322.91,198.68,50.00,150.00
9,1,-1.7460,13.5880,1.6485,323.60,198.53,50.00,150.00
10,1,-1.7262,13.6357,1.6485,324.36,198.36,50.00,150.00
11,1,-1.7043,13.6883,1.6485,325.20,198.17,50.00,150.00
12,1,-1.6805,13.7456,1.6485,326.10,197.97,50.00,150.00
13,1,-1.6547,13.8077,1.6485,327.06,197.76,50.00,150.00
14,1,-1.6279,13.8723,1.6485,328.06,197.53,50.00,150.00
15,1,-1.6010,13.9370,1.6485,329.05,197.31,50.00,150.00
16,1,-1.5741,14.0017,1.6485,330.03,197.09,50.00,150.00
17,1,-1.5472,14.0664,1.6485,331.00,196.88,50.00,150.00
18,1,-1.5204,14.1311,1.6485,331.96,196.66,50.00,150.00
19,1,-1.4935,14.1958,1.6485,332.92,196.45,50.00,150.00
20,1,-1.4666,14.2605,1.6485,333.86,196.24,50.00,150.00
21,1,-1.4397,14.3252,1.6485,334.80,196.03,50.00,150.00
22,1,-1.4128,14.3899,1.6485,335.73,195.82,50.00,150.00
23,1,-1.3860,14.4546,1.6485,336.65,195.62,50.00,150.00
24,1,-1.3591,14.5193,1.6485,337.56,195.42,50.00,150.00
25,1,-1.3322,14.5840,1.6485,338.46,195.21,50.00,150.00
26,1,-1.3053,14.6487,1.6485,339.36,195.01,50.00,150.00
27,1,-1.2785,14.7134,1.6485,340.24,194.82,50.00,150.00
28,1,-1.2516,14.7781,1.6485,341.12,194.62,50.00,150.00
29,1,-1.2247,14.8428,1.6485,341.99,194.43,50.00,150.00
30,1,-1.1978,14.9075,1.6485,342.86,194.23,50.00,150.00
31,1,-1.1710,14.9721,1.6485,343.72,194.04,50.00,150.00
32,1,-1.1441,15.0368,1.6485,344.57,193.85,50.00,150.00
33,1,-1.1172,15.1015,1.6485,345.41,193.66,50.00,150.00
34,1,-1.0903,15.1662,1.6485,346.24,193.48,50.00,150.00
35,1,-1.0635,15.2309,1.6485,347.07,193.29,50.00,150.00
36,1,-1.0366,15.2956,1.6485,347.89,193.11,50.00,150.00
37,1,-1.0097,15.3603,1.6485,348.71,192.93,50.00,150.00
38,1,-0.9828,15.4250,1.6485,349.51,192.75,50.00,150.00
39,1,-0.9560,15.4897,1.6485,350.31,192.57,50.00,150.00
40,1,-0.9291,15.5544,1.6485,351.11,192.39,50.00,150.00
41,1,-0.9022,15.6191,1.6485,351.89,192.22,50.00,150.00
42,1,-0.8753,15.6838,1.6485,352.68,192.04,50.00,150.00
43,1,-0.8485,15.7485,1.6485,353.45,191.87,50.00,150.00
44,1,-0.8216,15.8132,1.6485,354.22,191.70,50.00,150.00
45,1,-0.7947,15.8779,1.6485,354.98,191.53,50.00,150.00
46,1,-0.7678,15.9426,1.6485,355.74,191.36,50.00,150.00
47,1,-0.7409,16.0072,1.6485,356.48,191.19,50.00,150.00
48,1,-0.7141,16.0719,1.6485,357.23,191.03,50.00,150.00
49,1,-0.6872,16.1366,1.6485,357.97,190.86,50.00,150.00
50,1,-0.6603,16.2013,1.6485,358.70,190.70,50.00,150.00
51,1,-0.6334,16.2660,1.6485,359.42,190.54,50.00,150.00
52,1,-0.6066,16.3307,1.6485,360.14,190.38,50.00,150.00
53,1,-0.5797,16.3954,1.6485,360.86,190.22,50.00,150.00
54,1,-0.5528,16.4601,1.6485,361.57,190.06,50.00,150.00
55,1,-0.5259,16.5248,1.6485,362.27,189.90,50.00,150.00
56,1,-0.4991,16.5895,1.6485,362.97,189.75,50.00,150.00
57,1,-0.4722,16.6542,1.6485,363.66,189.59,50.00,150.00
58,1,-0.4453,16.7189,1.6485,364.35,189.44,50.00,150.00
59,1,-0.4184,16.7836,1.6485,365.03,189.29,50.00,150.00
60,1,-0.3916,16.8483,1.6485,365.70,189.14,50.00,150.00
61,1,-0.3647,16.9130,1.6485,366.38,188.99,50.00,150.00
62,1,-0.3378,16.9777,1.6485,367.04,188.84,50.00,150.00
63,1,-0.3109,17.0424,1.6485,367.70,188.69,50.00,150.00
64,1,-0.2841,17.1070,1.6485,368.36,188.55,50.00,150.00
65,1,-0.2572,17.1717,1.6485,369.01,188.40,50.00,150.00
66,1,-0.2303,17.2364,1.6485,369.66,188.26,50.00,150.00
67,1,-0.2034,17.3011,1.6485,370.30,188.11,50.00,150.00
68,1,-0.1766,17.3658,1.6485,370.93,187.97,50.00,150.00
69,1,-0.1497,17.4305,1.6485,371.57,187.83,50.00,150.00
70,1,-0.1228,17.4952,1.6485,372.19,187.69,50.00,150.00
71,1,-0.0959,17.5599,1.6485,372.81,187.55,50.00,150.00
72,1,-0.0690,17.6246,1.6485,373.43,187.41,50.00,150.00
73,1,-0.0422,17.6893,1.6485,374.05,187.28,50.00,150.00
74,1,-0.0153,17.7540,1.6485,374.66,187.14,50.00,150.00
75,1,0.0116,17.8187,1.6485,375.26,187.01,50.00,150.00
76,1,0.0385,17.8834,1.6485,375.86,186.87,50.00,150.00
77,1,0.0653,17.9481,1.6485,376.46,186.74,50.00,150.00
78,1,0.0922,18.0128,1.6485,377.05,186.61,50.00,150.00
79,1,0.1191,18.0775,1.6485,377.63,186.48,50.00,150.00
80,1,0.1460,18.1422,1.6485,378.22,186.35,50.00,150.00
81,1,0.1728,18.2068,1.6485,378.80,186.22,50.00,150.00
82,1,0.1997,18.2715,1.6485,379.37,186.09,50.00,150.00
83,1,0.2266,18.3362,1.6485,379.94,185.96,50.00,150.00
84,1,0.2535,18.4009,1.6485,380.51,185.84,50.00,150.00
85,1,0.2803,18.4656,1.6485,381.07,185.71,50.00,150.00
86,1,0.3072,18.5303,1.6485,381.63,185.58,50.00,150.00
87,1,0.3341,18.5950,1.6485,382.19,185.46,50.00,150.00
88,1,0.3610,18.6597,1.6485,382.74,185.34,50.00,150.00
89,1,0.3878,18.7244,1.6485,383.29,185.22,50.00,150.00
90,1,0.4147,18.7891,1.6485,383.83,185.09,50.00,150.00
91,1,0.4416,18.8538,1.6485,384.37,184.97,50.00,150.00
92,1,0.4685,18.9185,1.6485,384.91,184.85,50.00,150.00
93,1,0.4953,18.9832,1.6485,385.44,184.74,50.00,150.00
94,1,0.5222,19.0479,1.6485,385.97,184.62,50.00,150.00
95,1,0.5491,19.1126,1.6485,386.49,184.50,50.00,150.00
96,1,0.5760,19.1773,1.6485,387.01,184.38,50.00,150.00
97,1,0.6029,19.2420,1.6485,387.53,184.27,50.00,150.00
98,1,0.6297,19.3066,1.6485,388.05,184.15,50.00,150.00
99,1,0.6566,19.3713,1.6485,388.56,184.04,50.00,150.00
100,1,0.6835,19.4360,1.6485,389.07,183.93,50.00,150.00
