frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-2.6834,3.4152,1.6485,60.71,343.08,50.00,150.00
2,1,-2.6737,3.4185,1.6485,62.15,342.89,50.00,150.00
3,1,-2.6593,3.4234,1.6485,64.29,342.61,50.00,150.00
4,1,-2.6400,3.4300,1.6485,67.13,342.24,50.00,150.00
5,1,-2.6159,3.4383,1.6485,70.68,341.78,50.00,150.00
6,1,-2.5869,3.4482,1.6485,74.91,341.23,50.00,150.00
7,1,-2.5532,3.4597,1.6485,79.81,340.59,50.00,150.00
8,1,-2.5146,3.4729,1.6485,85.37,339.87,50.00,150.00
9,1,-2.4712,3.4877,1.6485,91.58,339.06,50.00,150.00
10,1,-2.4230,3.5042,1.6485,98.42,338.17,50.00,150.00
11,1,-2.3699,3.5223,1.6485,105.87,337.21,50.00,150.00
12,1,-2.3121,3.5421,1.6485,113.90,336.16,50.00,150.00
13,1,-2.2494,3.5635,1.6485,122.51,335.04,50.00,150.00
14,1,-2.1841,3.5858,1.6485,131.37,333.89,50.00,150.00
15,1,-2.1188,3.6082,1.6485,140.11,332.75,50.00,150.00
16,1,-2.0535,3.6305,1.6485,148.75,331.63,50.00,150.00
17,1,-1.9882,3.6528,1.6485,157.29,330.52,50.00,150.00
18,1,-1.9228,3.6751,1.6485,165.72,329.42,50.00,150.00
19,1,-1.8575,3.6974,1.6485,174.05,328.34,50.00,150.00
20,1,-1.7922,3.7198,1.6485,182.27,327.27,50.00,150.00
21,1,-1.7269,3.7421,1.6485,190.40,326.21,50.00,150.00
22,1,-1.6616,3.7644,1.6485,198.44,325.17,50.00,150.00
23,1,-1.5963,3.7867,1.6485,206.38,324.13,50.00,150.00
24,1,-1.5310,3.8090,1.6485,214.22,323.11,50.00,150.00
25,1,-1.4657,3.8314,1.6485,221.98,322.11,50.00,150.00
26,1,-1.4004,3.8537,1.6485,229.64,321.11,50.00,150.00
27,1,-1.3351,3.8760,1.6485,237.22,320.12,50.00,150.00
28,1,-1.2698,3.8983,1.6485,244.71,319.15,50.00,150.00
29,1,-1.2045,3.9206,1.6485,252.11,318.19,50.00,150.00
30,1,-1.1392,3.9430,1.6485,259.44,317.23,50.00,150.00
31,1,-1.0739,3.9653,1.6485,266.67,316.29,50.00,150.00
32,1,-1.0086,3.9876,1.6485,273.83,315.36,50.00,150.00
33,1,-0.9432,4.0099,1.6485,280.91,314.44,50.00,150.00
34,1,-0.8779,4.0322,1.6485,287.91,313.53,50.00,150.00
35,1,-0.8126,4.0546,1.6485,294.83,312.63,50.00,150.00
36,1,-0.7473,4.0769,1.6485,301.68,311.74,50.00,150.00
37,1,-0.6820,4.0992,1.6485,308.45,310.86,50.00,150.00
38,1,-0.6167,4.1215,1.6485,315.15,309.99,50.00,150.00
39,1,-0.5514,4.1439,1.6485,321.77,309.13,50.00,150.00
40,1,-0.4861,4.1662,1.6485,328.33,308.27,50.00,150.00
41,1,-0.4208,4.1885,1.6485,334.81,307.43,50.00,150.00
42,1,-0.3555,4.2108,1.6485,341.23,306.60,50.00,150.00
43,1,-0.2902,4.2331,1.6485,347.58,305.77,50.00,150.00
44,1,-0.2249,4.2555,1.6485,353.86,304.95,50.00,150.00
45,1,-0.1596,4.2778,1.6485,360.08,304.15,50.00,150.00
46,1,-0.0943,4.3001,1.6485,366.23,303.35,50.00,150.00
47,1,-0.0289,4.3224,1.6485,372.32,302.55,50.00,150.00
48,1,0.0364,4.3447,1.6485,378.35,301.77,50.00,150.00
49,1,0.1017,4.3671,1.6485,384.31,300.99,50.00,150.00
50,1,0.1670,4.3894,1.6485,390.22,300.23,50.00,150.00
51,1,0.2323,4.4117,1.6485,396.06,299.47,50.00,150.00
52,1,0.2976,4.4340,1.6485,401.85,298.71,50.00,150.00
53,1,0.3629,4.4563,1.6485,407.57,297.97,50.00,150.00
