frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-0.0830,2.9224,1.6485,363.64,375.64,50.00,150.00
1,2,2.8493,3.6630,1.6485,686.14,330.01,50.00,150.00
1,3,-1.0456,5.2223,1.6485,294.91,276.27,50.00,150.00
1,4,2.2157,5.6233,1.6485,532.61,267.26,50.00,150.00
2,1,-0.0919,2.9270,1.6485,362.45,375.28,50.00,150.00
2,2,2.8538,3.6720,1.6485,685.87,329.58,50.00,150.00
2,3,-1.0503,5.2237,1.6485,294.57,276.23,50.00,150.00
2,4,2.2076,5.6184,1.6485,532.17,267.36,50.00,150.00
3,1,-0.1052,2.9338,1.6485,360.66,374.76,50.00,150.00
3,2,2.8606,3.6854,1.6485,685.48,328.92,50.00,150.00
3,3,-1.0597,5.2266,1.6485,293.90,276.16,50.00,150.00
3,4,2.1954,5.6111,1.6485,531.50,267.52,50.00,150.00
4,1,-0.1229,2.9430,1.6485,358.30,374.06,50.00,150.00
4,2,2.8697,3.7033,1.6485,684.96,328.06,50.00,150.00
4,3,-1.0738,5.2310,1.6485,292.89,276.06,50.00,150.00
4,4,2.1791,5.6013,1.6485,530.61,267.72,50.00,150.00
5,1,-0.1450,2.9544,1.6485,355.37,373.19,50.00,150.00
5,2,2.8810,3.7257,1.6485,684.31,326.99,50.00,150.00
5,3,-1.0926,5.2369,1.6485,291.55,275.92,50.00,150.00
5,4,2.1588,5.5892,1.6485,529.50,267.98,50.00,150.00
6,1,-0.1716,2.9682,1.6485,351.87,372.16,50.00,150.00
6,2,2.9020,3.7343,1.6485,685.85,326.58,50.00,150.00
6,3,-1.1160,5.2442,1.6485,289.87,275.74,50.00,150.00
6,4,2.1339,5.5884,1.6485,527.74,267.99,50.00,150.00
7,1,-0.2026,2.9842,1.6485,347.84,370.97,50.00,150.00
7,2,2.9211,3.7520,1.6485,686.41,325.74,50.00,150.00
7,3,-1.1442,5.2529,1.6485,287.87,275.53,50.00,150.00
7,4,2.1064,5.5804,1.6485,525.99,268.16,50.00,150.00
8,1,-0.2381,3.0025,1.6485,343.28,369.62,50.00,150.00
8,2,2.9394,3.7765,1.6485,686.34,324.61,50.00,150.00
8,3,-1.1770,5.2631,1.6485,285.55,275.29,50.00,150.00
8,4,2.0761,5.5673,1.6485,524.16,268.44,50.00,150.00
9,1,-0.2779,3.0231,1.6485,338.23,368.12,50.00,150.00
9,2,2.9671,3.7866,1.6485,688.43,324.14,50.00,150.00
9,3,-1.2145,5.2748,1.6485,282.90,275.01,50.00,150.00
9,4,2.0415,5.5669,1.6485,521.69,268.45,50.00,150.00
10,1,-0.3222,3.0459,1.6485,332.68,366.49,50.00,150.00
10,2,2.9913,3.8077,1.6485,689.24,323.18,50.00,150.00
10,3,-1.2568,5.2879,1.6485,279.93,274.70,50.00,150.00
10,4,2.0048,5.5571,1.6485,519.31,268.66,50.00,150.00
11,1,-0.3710,3.0711,1.6485,326.68,364.71,50.00,150.00
11,2,3.0138,3.8362,1.6485,689.25,321.89,50.00,150.00
11,3,-1.3037,5.3025,1.6485,276.66,274.36,50.00,150.00
11,4,1.9657,5.5410,1.6485,516.90,269.00,50.00,150.00
12,1,-0.4241,3.0985,1.6485,320.25,362.81,50.00,150.00
12,2,3.0362,3.8708,1.6485,688.75,320.35,50.00,150.00
12,3,-1.3553,5.3186,1.6485,273.07,273.98,50.00,150.00
12,4,1.9237,5.5202,1.6485,514.39,269.45,50.00,150.00
13,1,-0.4817,3.1283,1.6485,313.40,360.79,50.00,150.00
13,2,3.0709,3.8883,1.6485,690.91,319.59,50.00,150.00
13,3,-1.4116,5.3361,1.6485,269.19,273.57,50.00,150.00
13,4,1.8763,5.5156,1.6485,511.07,269.55,50.00,150.00
14,1,-0.5417,3.1593,1.6485,306.41,358.72,50.00,150.00
14,2,3.1010,3.9171,1.6485,691.66,318.34,50.00,150.00
14,3,-1.4726,5.3551,1.6485,265.01,273.14,50.00,150.00
14,4,1.8275,5.5006,1.6485,507.90,269.88,50.00,150.00
15,1,-0.6017,3.1902,1.6485,299.56,356.69,50.00,150.00
15,2,3.1288,3.9538,1.6485,691.54,316.78,50.00,150.00
15,3,-1.5361,5.3749,1.6485,260.68,272.68,50.00,150.00
15,4,1.7766,5.4786,1.6485,504.71,270.36,50.00,150.00
16,1,-0.6617,3.2212,1.6485,292.83,354.70,50.00,150.00
16,2,3.1561,3.9966,1.6485,690.88,314.99,50.00,150.00
16,3,-1.5997,5.3946,1.6485,256.39,272.23,50.00,150.00
16,4,1.7230,5.4516,1.6485,501.42,270.96,50.00,150.00
17,1,-0.7217,3.2522,1.6485,286.23,352.75,50.00,150.00
17,2,3.1840,4.0450,1.6485,689.86,313.02,50.00,150.00
17,3,-1.6633,5.4144,1.6485,252.12,271.79,50.00,150.00
17,4,1.6666,5.4208,1.6485,497.98,271.64,50.00,150.00
18,1,-0.7817,3.2832,1.6485,279.76,350.84,50.00,150.00
18,2,3.2130,4.0983,1.6485,688.59,310.89,50.00,150.00
18,3,-1.7268,5.4342,1.6485,247.89,271.34,50.00,150.00
18,4,1.6107,5.3891,1.6485,494.56,272.36,50.00,150.00
19,1,-0.8417,3.3142,1.6485,273.41,348.96,50.00,150.00
19,2,3.2437,4.1565,1.6485,687.15,308.64,50.00,150.00
19,3,-1.7904,5.4539,1.6485,243.69,270.90,50.00,150.00
19,4,1.5552,5.3567,1.6485,491.13,273.10,50.00,150.00
20,1,-0.9017,3.3451,1.6485,267.18,347.12,50.00,150.00
20,2,3.2749,4.2168,1.6485,685.65,306.37,50.00,150.00
20,3,-1.8539,5.4737,1.6485,239.52,270.47,50.00,150.00
20,4,1.4999,5.3241,1.6485,487.69,273.85,50.00,150.00
21,1,-0.9617,3.3761,1.6485,261.06,345.31,50.00,150.00
21,2,3.3059,4.2772,1.6485,684.16,304.16,50.00,150.00
21,3,-1.9175,5.4935,1.6485,235.38,270.03,50.00,150.00
21,4,1.4446,5.2913,1.6485,484.21,274.62,50.00,150.00
22,1,-1.0217,3.4071,1.6485,255.05,343.54,50.00,150.00
22,2,3.3368,4.3377,1.6485,682.70,302.02,50.00,150.00
22,3,-1.9811,5.5132,1.6485,231.27,269.60,50.00,150.00
