3,1,516.00,365.00,29.00,172.00,1
3,2,98.00,359.00,33.00,161.00,1
3,3,595.00,382.00,85.00,217.00,1
4,1,505.00,366.00,53.00,169.00,1
4,2,96.00,359.00,41.00,156.00,1
4,3,597.00,382.00,83.00,217.00,1
5,1,508.00,367.00,54.00,168.00,1
5,2,100.00,359.00,39.00,156.00,1
5,3,601.00,384.00,77.00,216.00,1
6,1,501.00,366.00,59.00,170.00,1
6,2,108.00,358.00,36.00,155.00,1
6,3,611.00,384.00,70.00,216.00,1
7,1,498.00,365.00,57.00,171.00,1
7,2,110.00,359.00,40.00,156.00,1
7,3,616.00,384.00,66.00,216.00,1
8,1,498.00,364.00,50.00,173.00,1
8,2,108.00,358.00,48.00,157.00,1
8,3,620.00,385.00,59.00,213.00,1
9,1,496.00,363.00,47.00,167.00,1
9,2,101.00,360.00,68.00,158.00,1
9,3,622.00,388.00,64.00,212.00,1
10,1,496.00,363.00,47.00,167.00,1
10,2,101.00,360.00,68.00,158.00,1
10,3,622.00,388.00,64.00,212.00,1
11,1,489.00,364.00,56.00,163.00,1
11,2,97.00,361.00,81.00,157.00,1
11,3,619.00,390.00,71.00,209.00,1
12,1,488.00,365.00,52.00,158.00,1
12,2,100.00,363.00,85.00,153.00,1
12,3,615.00,394.00,89.00,205.00,1
13,1,488.00,365.00,52.00,158.00,1
13,2,115.00,362.00,71.00,154.00,1
13,3,613.00,398.00,105.00,201.00,1
14,1,461.00,363.00,55.00,160.00,1
14,2,139.00,359.00,47.00,138.00,1
14,3,629.00,406.00,113.00,194.00,1
15,1,461.00,363.00,55.00,160.00,1
15,2,139.00,358.00,48.00,139.00,1
15,3,629.00,406.00,113.00,194.00,1
16,1,461.00,363.00,55.00,160.00,1
16,2,139.00,359.00,47.00,138.00,1
16,3,629.00,406.00,113.00,194.00,1
17,1,452.00,363.00,66.00,159.00,1
17,2,144.00,354.00,45.00,143.00,1
17,3,650.00,402.00,93.00,197.00,1
18,1,454.00,364.00,60.00,158.00,1
18,2,149.00,353.00,45.00,144.00,1
18,3,661.00,394.00,84.00,205.00,1
19,1,462.00,365.00,46.00,162.00,1
19,2,151.00,354.00,50.00,142.00,1
19,3,655.00,390.00,92.00,210.00,1
20,1,460.00,366.00,49.00,167.00,1
20,2,151.00,354.00,53.00,140.00,1
20,3,649.00,388.00,96.00,212.00,1
21,1,460.00,367.00,50.00,163.00,1
21,2,153.00,355.00,55.00,138.00,1
21,3,652.00,388.00,91.00,212.00,1
22,1,460.00,368.00,52.00,161.00,1
22,2,158.00,353.00,52.00,137.00,1
22,3,661.00,388.00,80.00,211.00,1
23,1,454.00,367.00,50.00,167.00,1
23,2,159.00,354.00,53.00,131.00,1
23,3,661.00,390.00,82.00,209.00,1
24,1,448.00,368.00,49.00,168.00,1
24,2,165.00,353.00,55.00,127.00,1
24,3,661.00,390.00,86.00,209.00,1
25,1,445.00,366.00,55.00,171.00,1
