frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,1.9792,5.2436,1.6485,525.98,275.75,50.00,150.00
1,2,0.2206,4.8957,1.6485,393.02,284.69,50.00,150.00
1,3,0.3255,3.7538,1.6485,409.69,325.66,50.00,150.00
1,4,-0.0676,3.3373,1.6485,366.90,347.58,50.00,150.00
2,1,1.9826,5.2399,1.6485,526.34,275.84,50.00,150.00
2,2,0.2193,4.8986,1.6485,392.91,284.61,50.00,150.00
2,3,0.3772,3.7855,1.6485,414.86,324.19,50.00,150.00
2,4,-0.0676,3.3320,1.6485,366.88,347.90,50.00,150.00
3,1,1.9904,5.2353,1.6485,527.08,275.95,50.00,150.00
3,2,0.2164,4.9052,1.6485,392.65,284.43,50.00,150.00
3,3,0.3933,3.7944,1.6485,416.47,323.78,50.00,150.00
3,4,-0.0705,3.3220,1.6485,366.51,348.50,50.00,150.00
4,1,2.0025,5.2292,1.6485,528.18,276.10,50.00,150.00
4,2,0.2118,4.9153,1.6485,392.24,284.15,50.00,150.00
4,3,0.4086,3.7968,1.6485,418.04,323.67,50.00,150.00
4,4,-0.0759,3.3072,1.6485,365.83,349.38,50.00,150.00
5,1,2.0185,5.2212,1.6485,529.64,276.29,50.00,150.00
5,2,0.2054,4.9290,1.6485,391.67,283.78,50.00,150.00
5,3,0.4292,3.7993,1.6485,420.18,323.56,50.00,150.00
5,4,-0.0835,3.2876,1.6485,364.85,350.57,50.00,150.00
6,1,2.0383,5.2110,1.6485,531.46,276.54,50.00,150.00
6,2,0.1970,4.9461,1.6485,390.93,283.32,50.00,150.00
6,3,0.4551,3.8018,1.6485,422.89,323.44,50.00,150.00
6,4,-0.0932,3.2631,1.6485,363.57,352.08,50.00,150.00
7,1,2.0616,5.1980,1.6485,533.64,276.86,50.00,150.00
7,2,0.1865,4.9667,1.6485,390.02,282.76,50.00,150.00
7,3,0.4865,3.8041,1.6485,426.15,323.34,50.00,150.00
7,4,-0.1051,3.2338,1.6485,362.00,353.91,50.00,150.00
8,1,2.0879,5.1818,1.6485,536.18,277.25,50.00,150.00
8,2,0.1738,4.9905,1.6485,388.93,282.13,50.00,150.00
8,3,0.5232,3.8062,1.6485,429.98,323.24,50.00,150.00
8,4,-0.1190,3.1996,1.6485,360.13,356.09,50.00,150.00
9,1,2.1169,5.1617,1.6485,539.05,277.75,50.00,150.00
9,2,0.1585,5.0175,1.6485,387.64,281.42,50.00,150.00
9,3,0.5652,3.8079,1.6485,434.37,323.17,50.00,150.00
9,4,-0.1349,3.1604,1.6485,357.93,358.64,50.00,150.00
10,1,2.1480,5.1371,1.6485,542.25,278.36,50.00,150.00
10,2,0.1405,5.0475,1.6485,386.14,280.64,50.00,150.00
10,3,0.6126,3.8091,1.6485,439.33,323.11,50.00,150.00
10,4,-0.1527,3.1164,1.6485,355.40,361.59,50.00,150.00
11,1,2.1491,5.1124,1.6485,543.15,278.98,50.00,150.00
11,2,0.1289,5.0834,1.6485,385.15,279.72,50.00,150.00
11,3,0.6654,3.8100,1.6485,444.86,323.07,50.00,150.00
11,4,-0.1723,3.0673,1.6485,352.53,364.98,50.00,150.00
12,1,2.1540,5.1112,1.6485,543.57,279.01,50.00,150.00
12,2,0.1137,5.1221,1.6485,383.88,278.74,50.00,150.00
12,3,0.7042,3.7851,1.6485,449.42,324.21,50.00,150.00
12,4,-0.2000,3.0167,1.6485,348.48,368.58,50.00,150.00
13,1,2.1585,5.1167,1.6485,543.74,278.87,50.00,150.00
13,2,0.0949,5.1636,1.6485,382.35,277.70,50.00,150.00
13,3,0.7335,3.7471,1.6485,453.30,325.97,50.00,150.00
13,4,-0.2342,2.9641,1.6485,343.40,372.46,50.00,150.00
14,1,2.1624,5.1270,1.6485,543.71,278.61,50.00,150.00
14,2,0.0725,5.2077,1.6485,380.57,276.62,50.00,150.00
14,3,0.7571,3.7006,1.6485,456.83,328.19,50.00,150.00
14,4,-0.2745,2.9095,1.6485,337.26,376.64,50.00,150.00
15,1,2.1572,5.1289,1.6485,543.24,278.57,50.00,150.00
15,2,0.0467,5.2544,1.6485,378.55,275.49,50.00,150.00
15,3,0.7974,3.6729,1.6485,461.84,329.53,50.00,150.00
15,4,-0.3201,2.8539,1.6485,330.14,381.05,50.00,150.00
16,1,2.1542,5.1366,1.6485,542.75,278.37,50.00,150.00
16,2,0.0184,5.3002,1.6485,376.39,274.41,50.00,150.00
16,3,0.8268,3.6319,1.6485,466.06,331.56,50.00,150.00
16,4,-0.3680,2.8004,1.6485,322.44,385.47,50.00,150.00
17,1,2.1458,5.1374,1.6485,542.07,278.35,50.00,150.00
17,2,-0.0123,5.3445,1.6485,374.08,273.38,50.00,150.00
17,3,0.8700,3.6076,1.6485,471.46,332.78,50.00,150.00
17,4,-0.4182,2.7490,1.6485,314.15,389.87,50.00,150.00
18,1,2.1401,5.1456,1.6485,541.36,278.15,50.00,150.00
18,2,-0.0465,5.3862,1.6485,371.55,272.42,50.00,150.00
18,3,0.8998,3.5682,1.6485,475.87,334.80,50.00,150.00
18,4,-0.4704,2.6997,1.6485,305.30,394.25,50.00,150.00
19,1,2.1294,5.1464,1.6485,540.50,278.13,50.00,150.00
19,2,-0.0579,5.3873,1.6485,370.70,272.40,50.00,150.00
19,3,0.9254,3.5685,1.6485,478.73,334.79,50.00,150.00
19,4,-0.5248,2.6527,1.6485,295.86,398.57,50.00,150.00
20,1,2.1217,5.1555,1.6485,539.62,277.90,50.00,150.00
20,2,-0.0617,5.3800,1.6485,370.41,272.57,50.00,150.00
20,3,0.9252,3.5703,1.6485,478.66,334.69,50.00,150.00
20,4,-0.5802,2.6070,1.6485,285.97,402.93,50.00,150.00
21,1,2.1156,5.1699,1.6485,538.69,277.55,50.00,150.00
21,2,-0.0614,5.3688,1.6485,370.43,272.82,50.00,150.00
21,3,0.9191,3.5718,1.6485,477.92,334.61,50.00,150.00
21,4,-0.6355,2.5611,1.6485,275.74,407.46,50.00,150.00
22,1,2.1101,5.1890,1.6485,537.66,277.08,50.00,150.00
22,2,-0.0582,5.3541,1.6485,370.65,273.16,50.00,150.00
22,3,0.9075,3.5728,1.6485,476.60,334.56,50.00,150.00
22,4,-0.6900,2.5143,1.6485,265.23,412.26,50.00,150.00
23,1,2.0961,5.1943,1.6485,536.42,276.95,50.00,150.00
23,2,-0.0528,5.3360,1.6485,371.04,273.57,50.00,150.00
23,3,0.9021,3.5833,1.6485,475.70,334.02,50.00,150.00
23,4,-0.7428,2.4656,1.6485,254.49,417.44,50.00,150.00
24,1,2.0787,5.1924,1.6485,535.14,276.99,50.00,150.00
24,2,-0.0587,5.3321,1.6485,370.59,273.67,50.00,150.00
24,3,0.9088,3.5881,1.6485,476.31,333.77,50.00,150.00
24,4,-0.7930,2.4141,1.6485,243.61,423.14,50.00,150.00
25,1,2.0662,5.2024,1.6485,533.86,276.75,50.00,150.00
25,2,-0.0678,5.3338,1.6485,369.91,273.63,50.00,150.00
25,3,0.9085,3.5835,1.6485,476.41,334.01,50.00,150.00
25,4,-0.7935,2.4000,1.6485,242.76,424.75,50.00,150.00
26,1,2.0565,5.2190,1.6485,532.61,276.35,50.00,150.00
26,2,-0.0706,5.3275,1.6485,369.70,273.77,50.00,150.00
26,3,0.9017,3.5778,1.6485,475.81,334.30,50.00,150.00
26,4,-0.7842,2.3970,1.6485,244.13,425.10,50.00,150.00
27,1,2.0402,5.2230,1.6485,531.25,276.25,50.00,150.00
27,2,-0.0699,5.3176,1.6485,369.74,274.00,50.00,150.00
27,3,0.8892,3.5770,1.6485,474.44,334.35,50.00,150.00
27,4,-0.7706,2.3996,1.6485,246.54,424.79,50.00,150.00
28,1,2.0208,5.2198,1.6485,529.85,276.33,50.00,150.00
28,2,-0.0758,5.3163,1.6485,369.29,274.03,50.00,150.00
28,3,0.8779,3.5668,1.6485,473.45,334.87,50.00,150.00
28,4,-0.7531,2.4066,1.6485,249.83,424.00,50.00,150.00
29,1,1.9985,5.2119,1.6485,528.38,276.52,50.00,150.00
29,2,-0.0846,5.3194,1.6485,368.64,273.96,50.00,150.00
29,3,0.8668,3.5502,1.6485,472.67,335.74,50.00,150.00
29,4,-0.7313,2.4171,1.6485,253.97,422.81,50.00,150.00
30,1,1.9731,5.2002,1.6485,526.77,276.80,50.00,150.00
30,2,-0.0871,5.3141,1.6485,368.45,274.08,50.00,150.00
