frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,1.2066,5.0895,1.6485,469.83,279.56,50.00,150.00
1,2,0.3418,3.6968,1.6485,411.99,328.37,50.00,150.00
1,3,-2.3570,3.7454,1.6485,123.28,326.06,50.00,150.00
1,4,-2.7436,4.3243,2.0285,121.22,337.64,50.00,150.00
2,1,1.2119,5.0902,1.6485,470.23,279.54,50.00,150.00
2,2,0.3346,3.6954,1.6485,411.22,328.44,50.00,150.00
2,3,-2.3586,3.7378,1.6485,122.59,326.42,50.00,150.00
2,4,-2.7486,4.3254,2.0285,120.82,337.59,50.00,150.00
3,1,1.2213,5.0942,1.6485,470.90,279.44,50.00,150.00
3,2,0.3240,3.6916,1.6485,410.11,328.62,50.00,150.00
3,3,-2.3582,3.7253,1.6485,121.79,327.01,50.00,150.00
3,4,-2.7567,4.3299,2.0285,120.33,337.40,50.00,150.00
4,1,1.2349,5.1009,1.6485,471.84,279.27,50.00,150.00
4,2,0.3100,3.6857,1.6485,408.64,328.91,50.00,150.00
4,3,-2.3563,3.7080,1.6485,120.82,327.83,50.00,150.00
4,4,-2.7680,4.3374,2.0285,119.73,337.07,50.00,150.00
5,1,1.2530,5.1099,1.6485,473.08,279.04,50.00,150.00
5,2,0.2923,3.6779,1.6485,406.79,329.29,50.00,150.00
5,3,-2.3533,3.6860,1.6485,119.62,328.89,50.00,150.00
5,4,-2.7826,4.3478,2.0285,119.00,336.62,50.00,150.00
6,1,1.2758,5.1206,1.6485,474.66,278.77,50.00,150.00
6,2,0.2709,3.6685,1.6485,404.54,329.75,50.00,150.00
6,3,-2.3496,3.6591,1.6485,118.15,330.21,50.00,150.00
6,4,-2.8007,4.3610,2.0285,118.11,336.06,50.00,150.00
7,1,1.3036,5.1324,1.6485,476.60,278.48,50.00,150.00
7,2,0.2457,3.6576,1.6485,401.87,330.28,50.00,150.00
7,3,-2.3453,3.6274,1.6485,116.38,331.78,50.00,150.00
7,4,-2.8223,4.3768,2.0285,117.07,335.39,50.00,150.00
8,1,1.3367,5.1445,1.6485,478.93,278.17,50.00,150.00
8,2,0.2167,3.6457,1.6485,398.77,330.87,50.00,150.00
8,3,-2.3406,3.5908,1.6485,114.26,333.64,50.00,150.00
8,4,-2.8474,4.3951,2.0285,115.86,334.62,50.00,150.00
9,1,1.3751,5.1560,1.6485,481.68,277.89,50.00,150.00
9,2,0.1836,3.6328,1.6485,395.22,331.51,50.00,150.00
9,3,-2.3356,3.5493,1.6485,111.78,335.78,50.00,150.00
9,4,-2.8761,4.4159,2.0285,114.48,333.74,50.00,150.00
10,1,1.4191,5.1657,1.6485,484.89,277.65,50.00,150.00
10,2,0.1465,3.6193,1.6485,391.19,332.19,50.00,150.00
10,3,-2.3310,3.5028,1.6485,108.82,338.25,50.00,150.00
10,4,-2.9087,4.4389,2.0285,112.89,332.79,50.00,150.00
11,1,1.4398,5.1492,1.6485,486.85,278.06,50.00,150.00
11,2,0.1068,3.6207,1.6485,386.80,332.12,50.00,150.00
11,3,-2.3269,3.4514,1.6485,105.33,341.05,50.00,150.00
11,4,-2.9452,4.4638,2.0285,111.08,331.77,50.00,150.00
12,1,1.4485,5.1242,1.6485,488.07,278.68,50.00,150.00
12,2,0.0656,3.6311,1.6485,382.22,331.60,50.00,150.00
12,3,-2.3237,3.3951,1.6485,101.23,344.22,50.00,150.00
12,4,-2.9858,4.4905,2.0285,109.04,330.69,50.00,150.00
13,1,1.4498,5.0940,1.6485,488.85,279.45,50.00,150.00
13,2,0.0223,3.6475,1.6485,377.45,330.78,50.00,150.00
13,3,-2.3217,3.3338,1.6485,96.44,347.79,50.00,150.00
13,4,-3.0307,4.5185,2.0285,106.71,329.57,50.00,150.00
14,1,1.4465,5.0593,1.6485,489.36,280.33,50.00,150.00
14,2,-0.0234,3.6681,1.6485,372.45,329.77,50.00,150.00
14,3,-2.3213,3.2677,1.6485,90.84,351.80,50.00,150.00
14,4,-3.0800,4.5476,2.0285,104.08,328.43,50.00,150.00
15,1,1.4398,5.0202,1.6485,489.72,281.35,50.00,150.00
15,2,-0.0719,3.6921,1.6485,367.21,328.60,50.00,150.00
