frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-2.9813,5.7690,1.6485,168.29,264.30,50.00,150.00
1,2,-0.8996,3.3310,1.6485,266.97,347.96,50.00,150.00
1,3,-2.4313,3.8198,1.6485,120.39,322.63,50.00,150.00
2,1,-2.9731,5.7681,1.6485,168.83,264.32,50.00,150.00
2,2,-0.8944,3.3323,1.6485,267.64,347.88,50.00,150.00
2,3,-2.4329,3.8283,1.6485,120.80,322.25,50.00,150.00
3,1,-2.9607,5.7668,1.6485,169.64,264.34,50.00,150.00
3,2,-0.8839,3.3350,1.6485,268.99,347.72,50.00,150.00
3,3,-2.4387,3.8409,1.6485,121.03,321.68,50.00,150.00
4,1,-2.9487,5.7739,1.6485,170.72,264.20,50.00,150.00
4,2,-0.8681,3.3390,1.6485,271.00,347.49,50.00,150.00
4,3,-2.4522,3.8439,1.6485,119.83,321.54,50.00,150.00
5,1,-2.9366,5.7866,1.6485,172.01,263.95,50.00,150.00
5,2,-0.8472,3.3444,1.6485,273.67,347.16,50.00,150.00
5,3,-2.4701,3.8406,1.6485,117.74,321.69,50.00,150.00
6,1,-2.9182,5.7930,1.6485,173.50,263.83,50.00,150.00
6,2,-0.8211,3.3516,1.6485,277.01,346.74,50.00,150.00
6,3,-2.4875,3.8496,1.6485,116.53,321.29,50.00,150.00
7,1,-2.9009,5.8069,1.6485,175.17,263.55,50.00,150.00
7,2,-0.7899,3.3605,1.6485,280.98,346.22,50.00,150.00
7,3,-2.5089,3.8474,1.6485,114.16,321.39,50.00,150.00
8,1,-2.8835,5.8263,1.6485,177.03,263.18,50.00,150.00
8,2,-0.7536,3.3714,1.6485,285.59,345.58,50.00,150.00
8,3,-2.5329,3.8374,1.6485,110.98,321.84,50.00,150.00
9,1,-2.8586,5.8364,1.6485,179.08,262.98,50.00,150.00
9,2,-0.7124,3.3848,1.6485,290.81,344.81,50.00,150.00
9,3,-2.5553,3.8451,1.6485,109.18,321.49,50.00,150.00
10,1,-2.8288,5.8408,1.6485,181.27,262.90,50.00,150.00
10,2,-0.6664,3.4006,1.6485,296.62,343.90,50.00,150.00
10,3,-2.5760,3.8629,1.6485,108.26,320.70,50.00,150.00
11,1,-2.8016,5.8567,1.6485,183.66,262.59,50.00,150.00
11,2,-0.6156,3.4192,1.6485,302.98,342.85,50.00,150.00
11,3,-2.5992,3.8612,1.6485,105.73,320.77,50.00,150.00
12,1,-2.7686,5.8644,1.6485,186.16,262.44,50.00,150.00
12,2,-0.5759,3.4558,1.6485,308.34,340.81,50.00,150.00
12,3,-2.6015,3.8693,1.6485,106.07,320.42,50.00,150.00
13,1,-2.7312,5.8672,1.6485,188.79,262.39,50.00,150.00
13,2,-0.5429,3.5032,1.6485,313.01,338.23,50.00,150.00
13,3,-2.5958,3.8796,1.6485,107.36,319.97,50.00,150.00
14,1,-2.6972,5.8840,1.6485,191.64,262.07,50.00,150.00
14,2,-0.5135,3.5584,1.6485,317.28,335.31,50.00,150.00
14,3,-2.5843,3.8796,1.6485,108.54,319.97,50.00,150.00
15,1,-2.6575,5.8920,1.6485,194.59,261.91,50.00,150.00
15,2,-0.4854,3.6202,1.6485,321.36,332.15,50.00,150.00
15,3,-2.5695,3.8857,1.6485,110.50,319.70,50.00,150.00
16,1,-2.6134,5.8947,1.6485,197.66,261.86,50.00,150.00
16,2,-0.4575,3.6878,1.6485,325.37,328.80,50.00,150.00
16,3,-2.5511,3.8967,1.6485,113.13,319.22,50.00,150.00
17,1,-2.5733,5.9132,1.6485,200.93,261.51,50.00,150.00
17,2,-0.4309,3.7562,1.6485,329.11,325.55,50.00,150.00
17,3,-2.5292,3.8944,1.6485,115.23,319.32,50.00,150.00
18,1,-2.5275,5.9220,1.6485,204.28,261.35,50.00,150.00
18,2,-0.4051,3.8248,1.6485,332.64,322.40,50.00,150.00
18,3,-2.5047,3.9018,1.6485,118.23,319.00,50.00,150.00
19,1,-2.4774,5.9248,1.6485,207.75,261.29,50.00,150.00
19,2,-0.3796,3.8935,1.6485,336.00,319.36,50.00,150.00
19,3,-2.4776,3.9159,1.6485,121.92,318.39,50.00,150.00
20,1,-2.4232,5.9239,1.6485,211.38,261.31,50.00,150.00
20,2,-0.3544,3.9624,1.6485,339.23,316.42,50.00,150.00
20,3,-2.4473,3.9352,1.6485,126.24,317.56,50.00,150.00
21,1,-2.3739,5.9431,1.6485,215.22,260.95,50.00,150.00
21,2,-0.3293,4.0313,1.6485,342.33,313.57,50.00,150.00
21,3,-2.4142,3.9336,1.6485,129.51,317.63,50.00,150.00
22,1,-2.3193,5.9518,1.6485,219.13,260.79,50.00,150.00
22,2,-0.3043,4.1002,1.6485,345.32,310.82,50.00,150.00
22,3,-2.3795,3.9442,1.6485,133.68,317.18,50.00,150.00
23,1,-2.2631,5.9542,1.6485,222.96,260.75,50.00,150.00
23,2,-0.2793,4.1691,1.6485,348.20,308.16,50.00,150.00
23,3,-2.3429,3.9628,1.6485,138.51,316.40,50.00,150.00
24,1,-2.2118,5.9755,1.6485,226.94,260.35,50.00,150.00
24,2,-0.2543,4.2380,1.6485,351.00,305.59,50.00,150.00
24,3,-2.3047,3.9591,1.6485,142.14,316.55,50.00,150.00
25,1,-2.1564,5.9852,1.6485,230.88,260.17,50.00,150.00
25,2,-0.2294,4.3070,1.6485,353.70,303.10,50.00,150.00
25,3,-2.2654,3.9696,1.6485,146.73,316.11,50.00,150.00
26,1,-2.1003,5.9880,1.6485,234.70,260.12,50.00,150.00
26,2,-0.2045,4.3759,1.6485,356.31,300.69,50.00,150.00
26,3,-2.2246,3.9893,1.6485,151.95,315.29,50.00,150.00
27,1,-2.0441,5.9869,1.6485,238.43,260.14,50.00,150.00
27,2,-0.1795,4.4449,1.6485,358.84,298.35,50.00,150.00
27,3,-2.1814,4.0156,1.6485,157.71,314.21,50.00,150.00
28,1,-1.9925,6.0059,1.6485,242.30,259.79,50.00,150.00
28,2,-0.1546,4.5138,1.6485,361.30,296.08,50.00,150.00
28,3,-2.1371,4.0133,1.6485,162.00,314.30,50.00,150.00
29,1,-1.9449,6.0359,1.6485,246.11,259.25,50.00,150.00
29,2,-0.1297,4.5828,1.6485,363.68,293.89,50.00,150.00
29,3,-2.0938,3.9958,1.6485,165.40,315.02,50.00,150.00
30,1,-1.8907,6.0507,1.6485,250.01,258.98,50.00,150.00
30,2,-0.1047,4.6517,1.6485,365.99,291.75,50.00,150.00
30,3,-2.0487,4.0001,1.6485,170.13,314.85,50.00,150.00
31,1,-1.8348,6.0565,1.6485,253.82,258.87,50.00,150.00
31,2,-0.0798,4.7207,1.6485,368.24,289.68,50.00,150.00
31,3,-2.0030,4.0171,1.6485,175.55,314.15,50.00,150.00
32,1,-1.7786,6.0571,1.6485,257.54,258.86,50.00,150.00
32,2,-0.0549,4.7896,1.6485,370.42,287.67,50.00,150.00
32,3,-1.9558,4.0427,1.6485,181.48,313.11,50.00,150.00
33,1,-1.7224,6.0547,1.6485,261.21,258.91,50.00,150.00
33,2,-0.0300,4.8585,1.6485,372.53,285.72,50.00,150.00
33,3,-1.9061,4.0745,1.6485,187.87,311.84,50.00,150.00
34,1,-1.6705,6.0727,1.6485,264.97,258.58,50.00,150.00
34,2,-0.0050,4.9275,1.6485,374.59,283.82,50.00,150.00
34,3,-1.8559,4.0729,1.6485,192.74,311.90,50.00,150.00
35,1,-1.6148,6.0804,1.6485,268.77,258.45,50.00,150.00
35,2,0.0199,4.9964,1.6485,376.59,281.97,50.00,150.00
35,3,-1.8054,4.0877,1.6485,198.33,311.31,50.00,150.00
36,1,-1.5857,6.1114,1.6485,271.22,257.90,50.00,150.00
36,2,0.0692,5.0430,1.6485,380.49,280.76,50.00,150.00
36,3,-1.7542,4.1128,1.6485,204.39,310.33,50.00,150.00
37,1,-1.5718,6.1508,1.6485,272.78,257.21,50.00,150.00
37,2,0.1309,5.0760,1.6485,385.32,279.90,50.00,150.00
37,3,-1.7011,4.1452,1.6485,210.85,309.08,50.00,150.00
38,1,-1.5427,6.1722,1.6485,275.02,256.83,50.00,150.00
38,2,0.1793,5.1273,1.6485,388.99,278.61,50.00,150.00
38,3,-1.6452,4.1832,1.6485,217.69,307.63,50.00,150.00
39,1,-1.5128,6.1989,1.6485,277.38,256.37,50.00,150.00
39,2,0.2192,5.1888,1.6485,391.90,277.08,50.00,150.00
39,3,-1.5879,4.1838,1.6485,223.19,307.61,50.00,150.00
40,1,-1.4749,6.2128,1.6485,280.04,256.14,50.00,150.00
40,2,0.2527,5.2540,1.6485,394.24,275.50,50.00,150.00
40,3,-1.5310,4.2015,1.6485,229.24,306.94,50.00,150.00
41,1,-1.4575,6.2407,1.6485,281.58,255.66,50.00,150.00
41,2,0.3068,5.3002,1.6485,398.15,274.41,50.00,150.00
41,3,-1.4737,4.2301,1.6485,235.64,305.88,50.00,150.00
42,1,-1.4518,6.2741,1.6485,282.44,255.10,50.00,150.00
42,2,0.3714,5.3350,1.6485,402.85,273.60,50.00,150.00
42,3,-1.4147,4.2663,1.6485,242.36,304.56,50.00,150.00
43,1,-1.4308,6.2922,1.6485,284.04,254.80,50.00,150.00
43,2,0.4217,5.3882,1.6485,406.31,272.38,50.00,150.00
43,3,-1.3532,4.3083,1.6485,249.37,303.05,50.00,150.00
44,1,-1.4088,6.3150,1.6485,285.77,254.42,50.00,150.00
44,2,0.4617,5.4497,1.6485,408.89,271.00,50.00,150.00
44,3,-1.2888,4.3112,1.6485,255.42,302.95,50.00,150.00
45,1,-1.3788,6.3269,1.6485,287.83,254.22,50.00,150.00
45,2,0.4953,5.5149,1.6485,410.92,269.57,50.00,150.00
45,3,-1.2255,4.3321,1.6485,261.85,302.21,50.00,150.00
46,1,-1.3438,6.3322,1.6485,290.11,254.13,50.00,150.00
46,2,0.5251,5.5819,1.6485,412.63,268.13,50.00,150.00
