frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-3.2189,3.9718,2.0285,50.83,354.29,50.00,150.00
2,1,-3.2228,3.9721,2.0285,50.45,354.28,50.00,150.00
3,1,-3.2306,3.9726,2.0285,49.71,354.25,50.00,150.00
4,1,-3.2423,3.9734,2.0285,48.60,354.21,50.00,150.00
5,1,-3.2579,3.9744,2.0285,47.11,354.16,50.00,150.00
6,1,-3.2774,3.9757,2.0285,45.26,354.09,50.00,150.00
7,1,-3.3008,3.9772,2.0285,43.03,354.01,50.00,150.00
8,1,-3.3281,3.9790,2.0285,40.44,353.92,50.00,150.00
9,1,-3.3593,3.9811,2.0285,37.48,353.81,50.00,150.00
10,1,-3.3944,3.9834,2.0285,34.15,353.69,50.00,150.00
11,1,-3.4334,3.9860,2.0285,30.46,353.56,50.00,150.00
12,1,-3.4763,3.9888,2.0285,26.40,353.42,50.00,150.00
13,1,-3.5231,3.9919,2.0285,21.98,353.26,50.00,150.00
14,1,-3.5738,3.9953,2.0285,17.20,353.09,50.00,150.00
15,1,-3.6266,3.9988,2.0285,12.23,352.91,50.00,150.00
16,1,-3.6794,4.0023,2.0285,7.27,352.73,50.00,150.00
17,1,-3.7323,4.0058,2.0285,2.31,352.56,50.00,150.00
18,1,-3.7851,4.0093,2.0285,0.00,352.38,50.00,150.00
19,1,-3.8379,4.0128,2.0285,0.00,352.20,50.00,150.00
20,1,-3.8908,4.0163,2.0285,0.00,352.03,50.00,150.00
21,1,-3.9436,4.0198,2.0285,0.00,351.85,50.00,150.00
22,1,-3.9964,4.0233,2.0285,0.00,351.68,50.00,150.00
