frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,1.5005,4.5456,1.6485,507.04,295.06,50.00,150.00
1,2,2.0786,3.5079,1.6485,612.02,337.97,50.00,150.00
1,3,-3.4387,4.8342,1.6485,90.47,286.40,50.00,150.00
1,4,-0.2631,5.1240,1.6485,354.46,278.69,50.00,150.00
2,1,1.5072,4.5459,1.6485,507.62,295.06,50.00,150.00
2,2,2.0802,3.5048,1.6485,612.42,338.14,50.00,150.00
2,3,-3.4313,4.8382,1.6485,91.31,286.29,50.00,150.00
2,4,-0.2674,5.1331,1.6485,354.16,278.46,50.00,150.00
3,1,1.5179,4.5496,1.6485,508.46,294.94,50.00,150.00
3,2,2.0840,3.4977,1.6485,613.32,338.52,50.00,150.00
3,3,-3.4202,4.8441,1.6485,92.58,286.12,50.00,150.00
3,4,-0.2759,5.1460,1.6485,353.55,278.14,50.00,150.00
4,1,1.5328,4.5564,1.6485,509.57,294.72,50.00,150.00
4,2,2.0896,3.4867,1.6485,614.73,339.12,50.00,150.00
4,3,-3.4053,4.8520,1.6485,94.26,285.90,50.00,150.00
4,4,-0.2883,5.1627,1.6485,352.67,277.72,50.00,150.00
5,1,1.5519,4.5660,1.6485,510.96,294.41,50.00,150.00
5,2,2.0970,3.4716,1.6485,616.62,339.94,50.00,150.00
5,3,-3.3868,4.8618,1.6485,96.36,285.63,50.00,150.00
5,4,-0.3042,5.1835,1.6485,351.53,277.21,50.00,150.00
6,1,1.5753,4.5783,1.6485,512.63,294.03,50.00,150.00
6,2,2.1058,3.4522,1.6485,619.00,341.01,50.00,150.00
6,3,-3.3645,4.8737,1.6485,98.86,285.30,50.00,150.00
6,4,-0.3235,5.2086,1.6485,350.15,276.60,50.00,150.00
7,1,1.5787,4.5971,1.6485,512.36,293.44,50.00,150.00
7,2,2.1155,3.4284,1.6485,621.82,342.33,50.00,150.00
7,3,-3.3385,4.8875,1.6485,101.77,284.92,50.00,150.00
7,4,-0.3323,5.2415,1.6485,349.64,275.80,50.00,150.00
8,1,1.5721,4.6175,1.6485,511.18,292.80,50.00,150.00
8,2,2.1261,3.4002,1.6485,625.11,343.93,50.00,150.00
8,3,-3.3089,4.9033,1.6485,105.07,284.48,50.00,150.00
8,4,-0.3345,5.2801,1.6485,349.66,274.88,50.00,150.00
9,1,1.5588,4.6397,1.6485,509.38,292.12,50.00,150.00
9,2,2.1375,3.3677,1.6485,628.89,345.80,50.00,150.00
9,3,-3.2755,4.9210,1.6485,108.76,284.00,50.00,150.00
9,4,-0.3326,5.3239,1.6485,350.01,273.86,50.00,150.00
10,1,1.5400,4.6640,1.6485,507.07,291.38,50.00,150.00
10,2,2.1498,3.3307,1.6485,633.19,347.98,50.00,150.00
10,3,-3.2384,4.9408,1.6485,112.83,283.46,50.00,150.00
10,4,-0.3278,5.3728,1.6485,350.59,272.73,50.00,150.00
11,1,1.5458,4.6807,1.6485,507.10,290.88,50.00,150.00
11,2,2.1632,3.2894,1.6485,638.04,350.46,50.00,150.00
11,3,-3.1975,4.9625,1.6485,117.26,282.88,50.00,150.00
11,4,-0.3397,5.4225,1.6485,349.94,271.61,50.00,150.00
12,1,1.5406,4.6991,1.6485,506.14,290.32,50.00,150.00
12,2,2.1768,3.2436,1.6485,643.44,353.29,50.00,150.00
12,3,-3.1530,4.9862,1.6485,122.06,282.25,50.00,150.00
12,4,-0.3427,5.4778,1.6485,349.97,270.38,50.00,150.00
13,1,1.5281,4.7187,1.6485,504.54,289.74,50.00,150.00
13,2,2.1904,3.1932,1.6485,649.38,356.50,50.00,150.00
13,3,-3.1048,5.0118,1.6485,127.20,281.57,50.00,150.00
13,4,-0.3402,5.5383,1.6485,350.43,269.06,50.00,150.00
14,1,1.5098,4.7399,1.6485,502.41,289.12,50.00,150.00
14,2,2.2038,3.1382,1.6485,655.90,360.12,50.00,150.00
14,3,-3.0545,5.0385,1.6485,132.51,280.87,50.00,150.00
14,4,-0.3340,5.6038,1.6485,351.16,267.67,50.00,150.00
15,1,1.4861,4.7626,1.6485,499.81,288.45,50.00,150.00
15,2,2.2165,3.0795,1.6485,662.90,364.13,50.00,150.00
15,3,-3.0043,5.0652,1.6485,137.75,280.18,50.00,150.00
15,4,-0.3253,5.6745,1.6485,352.07,266.20,50.00,150.00
16,1,1.4569,4.7865,1.6485,496.75,287.76,50.00,150.00
16,2,2.2274,3.0205,1.6485,669.98,368.31,50.00,150.00
16,3,-2.9540,5.0920,1.6485,142.95,279.50,50.00,150.00
16,4,-0.3151,5.7474,1.6485,353.07,264.73,50.00,150.00
17,1,1.4220,4.8110,1.6485,493.23,287.06,50.00,150.00
17,2,2.2364,2.9611,1.6485,677.11,372.69,50.00,150.00
17,3,-2.9038,5.1187,1.6485,148.09,278.82,50.00,150.00
17,4,-0.3043,5.8202,1.6485,354.09,263.30,50.00,150.00
18,1,1.4145,4.8082,1.6485,492.67,287.14,50.00,150.00
18,2,2.2277,2.9502,1.6485,677.05,373.51,50.00,150.00
18,3,-2.8535,5.1454,1.6485,153.17,278.15,50.00,150.00
18,4,-0.3152,5.8929,1.6485,353.60,261.90,50.00,150.00
19,1,1.4110,4.7983,1.6485,492.63,287.42,50.00,150.00
19,2,2.2176,2.9524,1.6485,675.45,373.35,50.00,150.00
19,3,-2.8033,5.1721,1.6485,158.20,277.49,50.00,150.00
19,4,-0.3162,5.9665,1.6485,353.80,260.52,50.00,150.00
20,1,1.4102,4.7832,1.6485,492.93,287.86,50.00,150.00
20,2,2.2072,2.9611,1.6485,673.16,372.69,50.00,150.00
20,3,-2.7530,5.1989,1.6485,163.18,276.84,50.00,150.00
20,4,-0.3117,6.0399,1.6485,354.36,259.17,50.00,150.00
21,1,1.3999,4.7792,1.6485,492.17,287.97,50.00,150.00
21,2,2.2017,2.9565,1.6485,672.88,373.03,50.00,150.00
21,3,-2.7027,5.2256,1.6485,168.11,276.19,50.00,150.00
21,4,-0.3040,6.1131,1.6485,355.11,257.87,50.00,150.00
22,1,1.3852,4.7810,1.6485,490.89,287.92,50.00,150.00
22,2,2.1990,2.9465,1.6485,673.52,373.79,50.00,150.00
22,3,-2.6525,5.2523,1.6485,172.99,275.54,50.00,150.00
22,4,-0.2946,6.1861,1.6485,355.95,256.59,50.00,150.00
23,1,1.3779,4.7713,1.6485,490.52,288.20,50.00,150.00
23,2,2.1931,2.9479,1.6485,672.58,373.68,50.00,150.00
23,3,-2.6022,5.2790,1.6485,177.82,274.91,50.00,150.00
23,4,-0.2842,6.2589,1.6485,356.84,255.35,50.00,150.00
24,1,1.3646,4.7697,1.6485,489.44,288.25,50.00,150.00
24,2,2.1903,2.9420,1.6485,672.79,374.13,50.00,150.00
24,3,-2.5520,5.3057,1.6485,182.61,274.28,50.00,150.00
24,4,-0.2733,6.3317,1.6485,357.74,254.14,50.00,150.00
25,1,1.3580,4.7584,1.6485,489.15,288.57,50.00,150.00
25,2,2.1851,2.9446,1.6485,671.83,373.94,50.00,150.00
25,3,-2.5017,5.3325,1.6485,187.34,273.66,50.00,150.00
25,4,-0.2620,6.4044,1.6485,358.63,252.96,50.00,150.00
26,1,1.3447,4.7560,1.6485,488.10,288.65,50.00,150.00
26,2,2.1828,2.9394,1.6485,672.04,374.33,50.00,150.00
26,3,-2.4515,5.3592,1.6485,192.03,273.04,50.00,150.00
26,4,-0.2507,6.4771,1.6485,359.52,251.81,50.00,150.00
27,1,1.3382,4.7442,1.6485,487.83,288.99,50.00,150.00
27,2,2.1782,2.9421,1.6485,671.14,374.12,50.00,150.00
27,3,-2.4012,5.3859,1.6485,196.67,272.43,50.00,150.00
27,4,-0.2392,6.5497,1.6485,360.39,250.68,50.00,150.00
28,1,1.3247,4.7413,1.6485,486.76,289.07,50.00,150.00
28,2,2.1765,2.9372,1.6485,671.40,374.50,50.00,150.00
28,3,-2.3510,5.4126,1.6485,201.26,271.83,50.00,150.00
28,4,-0.2276,6.6224,1.6485,361.25,249.57,50.00,150.00
29,1,1.3070,4.7437,1.6485,485.21,289.00,50.00,150.00
29,2,2.1767,2.9279,1.6485,672.36,375.21,50.00,150.00
29,3,-2.3007,5.4394,1.6485,205.81,271.23,50.00,150.00
29,4,-0.2161,6.6951,1.6485,362.09,248.49,50.00,150.00
30,1,1.2980,4.7331,1.6485,484.69,289.32,50.00,150.00
30,2,2.1727,2.9294,1.6485,671.67,375.09,50.00,150.00
30,3,-2.2504,5.4661,1.6485,210.32,270.63,50.00,150.00
30,4,-0.2045,6.7677,1.6485,362.91,247.43,50.00,150.00
31,1,1.2940,4.7162,1.6485,484.75,289.82,50.00,150.00
