frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-3.2255,4.3906,1.6485,81.15,300.18,50.00,150.00
1,2,-4.3743,6.2815,1.6485,96.45,254.97,50.00,150.00
2,1,-3.2171,4.3973,1.6485,82.35,299.96,50.00,150.00
2,2,-4.3809,6.2745,1.6485,95.71,255.09,50.00,150.00
3,1,-3.2045,4.4072,1.6485,84.16,299.62,50.00,150.00
3,2,-4.3909,6.2639,1.6485,94.60,255.27,50.00,150.00
4,1,-3.1877,4.4205,1.6485,86.55,299.17,50.00,150.00
4,2,-4.4043,6.2498,1.6485,93.12,255.51,50.00,150.00
5,1,-3.1668,4.4371,1.6485,89.52,298.61,50.00,150.00
5,2,-4.4210,6.2322,1.6485,91.25,255.80,50.00,150.00
6,1,-3.1416,4.4571,1.6485,93.05,297.95,50.00,150.00
6,2,-4.4410,6.2111,1.6485,89.00,256.16,50.00,150.00
7,1,-3.1123,4.4803,1.6485,97.14,297.18,50.00,150.00
7,2,-4.4643,6.1865,1.6485,86.35,256.59,50.00,150.00
8,1,-3.0787,4.5069,1.6485,101.75,296.31,50.00,150.00
8,2,-4.4910,6.1583,1.6485,83.30,257.07,50.00,150.00
9,1,-3.0410,4.5368,1.6485,106.88,295.35,50.00,150.00
9,2,-4.5210,6.1266,1.6485,79.83,257.63,50.00,150.00
10,1,-2.9990,4.5700,1.6485,112.50,294.29,50.00,150.00
10,2,-4.5543,6.0914,1.6485,75.94,258.25,50.00,150.00
11,1,-2.9529,4.6066,1.6485,118.59,293.14,50.00,150.00
11,2,-4.5910,6.0527,1.6485,71.60,258.94,50.00,150.00
12,1,-2.9026,4.6464,1.6485,125.12,291.92,50.00,150.00
12,2,-4.6310,6.0105,1.6485,66.81,259.71,50.00,150.00
13,1,-2.8481,4.6896,1.6485,132.07,290.61,50.00,150.00
13,2,-4.6743,5.9647,1.6485,61.54,260.55,50.00,150.00
14,1,-2.7913,4.7346,1.6485,139.18,289.27,50.00,150.00
14,2,-4.7195,5.9170,1.6485,55.96,261.44,50.00,150.00
15,1,-2.7345,4.7796,1.6485,146.16,287.96,50.00,150.00
15,2,-4.7646,5.8694,1.6485,50.29,262.35,50.00,150.00
16,1,-2.6776,4.8246,1.6485,153.00,286.67,50.00,150.00
16,2,-4.8097,5.8217,1.6485,44.53,263.27,50.00,150.00
17,1,-2.6208,4.8697,1.6485,159.72,285.41,50.00,150.00
17,2,-4.8549,5.7740,1.6485,38.68,264.20,50.00,150.00
18,1,-2.5640,4.9147,1.6485,166.32,284.17,50.00,150.00
18,2,-4.9000,5.7264,1.6485,32.72,265.15,50.00,150.00
19,1,-2.5072,4.9597,1.6485,172.79,282.95,50.00,150.00
19,2,-4.9452,5.6787,1.6485,26.67,266.12,50.00,150.00
20,1,-2.4504,5.0047,1.6485,179.15,281.76,50.00,150.00
