frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,2,-1.0632,4.2173,1.6485,274.16,306.35,50.00,150.00
1,3,-1.8810,4.4173,1.6485,204.67,299.28,50.00,150.00
2,2,-1.0562,4.2102,1.6485,274.65,306.62,50.00,150.00
2,3,-1.8864,4.4161,1.6485,204.13,299.32,50.00,150.00
3,2,-1.0441,4.2009,1.6485,275.58,306.97,50.00,150.00
3,3,-1.8972,4.4138,1.6485,203.06,299.40,50.00,150.00
4,2,-1.0272,4.1891,1.6485,276.92,307.41,50.00,150.00
4,3,-1.9134,4.4103,1.6485,201.46,299.51,50.00,150.00
5,2,-1.0056,4.1746,1.6485,278.64,307.96,50.00,150.00
5,3,-1.9350,4.4055,1.6485,199.31,299.68,50.00,150.00
6,2,-0.9795,4.1573,1.6485,280.76,308.61,50.00,150.00
6,3,-1.9620,4.3993,1.6485,196.61,299.89,50.00,150.00
7,2,-0.9488,4.1370,1.6485,283.26,309.39,50.00,150.00
7,3,-1.9942,4.3914,1.6485,193.36,300.16,50.00,150.00
8,2,-0.9138,4.1137,1.6485,286.14,310.30,50.00,150.00
8,3,-2.0316,4.3817,1.6485,189.53,300.49,50.00,150.00
9,2,-0.8744,4.0871,1.6485,289.42,311.34,50.00,150.00
9,3,-2.0742,4.3697,1.6485,185.13,300.90,50.00,150.00
10,2,-0.8308,4.0573,1.6485,293.09,312.52,50.00,150.00
10,3,-2.1218,4.3553,1.6485,180.13,301.40,50.00,150.00
11,2,-0.7830,4.0241,1.6485,297.17,313.86,50.00,150.00
11,3,-2.1742,4.3378,1.6485,174.51,302.01,50.00,150.00
12,2,-0.7312,3.9873,1.6485,301.65,315.38,50.00,150.00
12,3,-2.2312,4.3169,1.6485,168.26,302.75,50.00,150.00
13,2,-0.6754,3.9468,1.6485,306.55,317.07,50.00,150.00
13,3,-2.2926,4.2921,1.6485,161.34,303.63,50.00,150.00
14,2,-0.6171,3.9034,1.6485,311.76,318.93,50.00,150.00
14,3,-2.3580,4.2627,1.6485,153.74,304.69,50.00,150.00
15,2,-0.5593,3.8592,1.6485,317.02,320.87,50.00,150.00
15,3,-2.4250,4.2293,1.6485,145.65,305.91,50.00,150.00
16,2,-0.5022,3.8141,1.6485,322.33,322.88,50.00,150.00
16,3,-2.4904,4.1929,1.6485,137.41,307.27,50.00,150.00
17,2,-0.4616,3.7538,1.6485,325.81,325.66,50.00,150.00
17,3,-2.5230,4.1362,1.6485,131.01,309.42,50.00,150.00
18,2,-0.4321,3.6874,1.6485,328.13,328.83,50.00,150.00
18,3,-2.5366,4.0711,1.6485,125.77,311.97,50.00,150.00
19,2,-0.4092,3.6184,1.6485,329.77,332.24,50.00,150.00
19,3,-2.5387,4.0004,1.6485,121.16,314.83,50.00,150.00
20,2,-0.3901,3.5482,1.6485,331.02,335.84,50.00,150.00
20,3,-2.5336,3.9257,1.6485,116.84,317.97,50.00,150.00
21,2,-0.3732,3.4775,1.6485,332.08,339.62,50.00,150.00
21,3,-2.5245,3.8514,1.6485,112.80,321.21,50.00,150.00
22,2,-0.3575,3.4065,1.6485,333.03,343.57,50.00,150.00
22,3,-2.5132,3.7773,1.6485,108.86,324.57,50.00,150.00
23,2,-0.3424,3.3353,1.6485,333.93,347.70,50.00,150.00
23,3,-2.5007,3.7035,1.6485,104.91,328.05,50.00,150.00
24,2,-0.3278,3.2641,1.6485,334.83,352.02,50.00,150.00
24,3,-2.4875,3.6298,1.6485,100.88,331.66,50.00,150.00
25,2,-0.3133,3.1928,1.6485,335.75,356.53,50.00,150.00
25,3,-2.4738,3.5561,1.6485,96.74,335.43,50.00,150.00
26,2,-0.2990,3.1215,1.6485,336.68,361.24,50.00,150.00
26,3,-2.4600,3.4825,1.6485,92.45,339.34,50.00,150.00
27,2,-0.2848,3.0502,1.6485,337.66,366.18,50.00,150.00
27,3,-2.4460,3.4090,1.6485,87.99,343.43,50.00,150.00
28,2,-0.2705,2.9789,1.6485,338.67,371.36,50.00,150.00
28,3,-2.4320,3.3354,1.6485,83.34,347.70,50.00,150.00
29,2,-0.2563,2.9076,1.6485,339.73,376.79,50.00,150.00
29,3,-2.4179,3.2618,1.6485,78.49,352.16,50.00,150.00
30,2,-0.2422,2.8362,1.6485,340.85,382.49,50.00,150.00
30,3,-2.4038,3.1883,1.6485,73.42,356.82,50.00,150.00
31,2,-0.2280,2.7649,1.6485,342.02,388.49,50.00,150.00
31,3,-2.3897,3.1147,1.6485,68.11,361.70,50.00,150.00
32,2,-0.2138,2.6936,1.6485,343.25,394.80,50.00,150.00
32,3,-2.3756,3.0412,1.6485,62.54,366.82,50.00,150.00
33,2,-0.1996,2.6223,1.6485,344.55,401.46,50.00,150.00
33,3,-2.3615,2.9676,1.6485,56.70,372.20,50.00,150.00
34,2,-0.1855,2.5509,1.6485,345.92,408.49,50.00,150.00
34,3,-2.3474,2.8941,1.6485,50.56,377.84,50.00,150.00
35,2,-0.1713,2.4796,1.6485,347.37,415.93,50.00,150.00
35,3,-2.3333,2.8205,1.6485,44.10,383.79,50.00,150.00
36,2,-0.1571,2.4083,1.6485,348.90,423.81,50.00,150.00
36,3,-2.3192,2.7470,1.6485,37.29,390.05,50.00,150.00
37,2,-0.1430,2.3370,1.6485,350.53,432.16,50.00,150.00
37,3,-2.3051,2.6734,1.6485,30.12,396.65,50.00,150.00
38,2,-0.1288,2.2656,1.6485,352.26,441.05,50.00,150.00
38,3,-2.2909,2.5999,1.6485,22.53,403.63,50.00,150.00
39,3,-2.2768,2.5263,1.6485,14.50,411.01,50.00,150.00
40,3,-2.2627,2.4528,1.6485,5.99,418.84,50.00,150.00
41,3,-2.2486,2.3792,1.6485,0.00,427.15,50.00,150.00
42,3,-2.2345,2.3057,1.6485,0.00,435.99,50.00,150.00
43,3,-2.2204,2.2321,1.6485,0.00,445.41,50.00,150.00
