frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-1.5315,5.4931,1.6485,263.48,270.04,50.00,150.00
2,1,-1.5310,5.4841,1.6485,263.33,270.24,50.00,150.00
3,1,-1.5302,5.4707,1.6485,263.12,270.53,50.00,150.00
4,1,-1.5292,5.4528,1.6485,262.83,270.93,50.00,150.00
5,1,-1.5279,5.4305,1.6485,262.46,271.43,50.00,150.00
6,1,-1.5263,5.4036,1.6485,262.02,272.03,50.00,150.00
7,1,-1.5245,5.3723,1.6485,261.49,272.74,50.00,150.00
8,1,-1.5224,5.3365,1.6485,260.89,273.56,50.00,150.00
9,1,-1.5200,5.2963,1.6485,260.20,274.50,50.00,150.00
10,1,-1.5174,5.2516,1.6485,259.42,275.56,50.00,150.00
11,1,-1.5146,5.2024,1.6485,258.55,276.75,50.00,150.00
12,1,-1.5114,5.1487,1.6485,257.58,278.07,50.00,150.00
13,1,-1.5080,5.0906,1.6485,256.50,279.53,50.00,150.00
14,1,-1.5045,5.0300,1.6485,255.36,281.09,50.00,150.00
15,1,-1.5010,4.9695,1.6485,254.19,282.69,50.00,150.00
16,1,-1.4974,4.9089,1.6485,252.98,284.33,50.00,150.00
17,1,-1.4939,4.8484,1.6485,251.75,286.00,50.00,150.00
18,1,-1.4904,4.7878,1.6485,250.49,287.72,50.00,150.00
19,1,-1.4868,4.7273,1.6485,249.19,289.49,50.00,150.00
20,1,-1.4833,4.6667,1.6485,247.86,291.30,50.00,150.00
21,1,-1.4797,4.6062,1.6485,246.50,293.16,50.00,150.00
22,1,-1.4762,4.5456,1.6485,245.10,295.06,50.00,150.00
23,1,-1.4727,4.4851,1.6485,243.66,297.02,50.00,150.00
24,1,-1.4691,4.4245,1.6485,242.18,299.03,50.00,150.00
25,1,-1.4656,4.3640,1.6485,240.66,301.10,50.00,150.00
26,1,-1.4621,4.3034,1.6485,239.10,303.23,50.00,150.00
27,1,-1.4585,4.2429,1.6485,237.50,305.41,50.00,150.00
28,1,-1.4550,4.1823,1.6485,235.84,307.66,50.00,150.00
29,1,-1.4515,4.1218,1.6485,234.14,309.98,50.00,150.00
30,1,-1.4479,4.0612,1.6485,232.39,312.37,50.00,150.00
31,1,-1.4444,4.0007,1.6485,230.58,314.82,50.00,150.00
32,1,-1.4409,3.9401,1.6485,228.72,317.36,50.00,150.00
33,1,-1.4373,3.8796,1.6485,226.80,319.97,50.00,150.00
34,1,-1.4338,3.8190,1.6485,224.83,322.66,50.00,150.00
35,1,-1.4303,3.7584,1.6485,222.78,325.44,50.00,150.00
36,1,-1.4267,3.6979,1.6485,220.67,328.32,50.00,150.00
37,1,-1.4232,3.6373,1.6485,218.49,331.29,50.00,150.00
38,1,-1.4197,3.5768,1.6485,216.24,334.36,50.00,150.00
39,1,-1.4161,3.5162,1.6485,213.91,337.53,50.00,150.00
40,1,-1.4126,3.4557,1.6485,211.49,340.82,50.00,150.00
41,1,-1.4090,3.3951,1.6485,208.99,344.22,50.00,150.00
42,1,-1.4055,3.3346,1.6485,206.40,347.75,50.00,150.00
43,1,-1.4020,3.2740,1.6485,203.72,351.40,50.00,150.00
44,1,-1.3984,3.2135,1.6485,200.93,355.20,50.00,150.00
45,1,-1.3949,3.1529,1.6485,198.03,359.14,50.00,150.00
46,1,-1.3914,3.0924,1.6485,195.03,363.23,50.00,150.00
47,1,-1.3878,3.0318,1.6485,191.90,367.49,50.00,150.00
48,1,-1.3843,2.9713,1.6485,188.64,371.92,50.00,150.00
49,1,-1.3808,2.9107,1.6485,185.25,376.54,50.00,150.00
50,1,-1.3772,2.8502,1.6485,181.72,381.35,50.00,150.00
51,1,-1.3737,2.7896,1.6485,178.03,386.38,50.00,150.00
52,1,-1.3702,2.7291,1.6485,174.17,391.62,50.00,150.00
53,1,-1.3666,2.6685,1.6485,170.15,397.10,50.00,150.00
54,1,-1.3631,2.6080,1.6485,165.93,402.84,50.00,150.00
55,1,-1.3596,2.5474,1.6485,161.52,408.85,50.00,150.00
56,1,-1.3560,2.4869,1.6485,156.89,415.15,50.00,150.00
57,1,-1.3525,2.4263,1.6485,152.03,421.77,50.00,150.00
58,1,-1.3490,2.3658,1.6485,146.92,428.73,50.00,150.00
59,1,-1.3454,2.3052,1.6485,141.54,436.05,50.00,150.00
60,1,-1.3419,2.2447,1.6485,135.87,443.76,50.00,150.00
