frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-2.3654,5.1325,1.6485,190.65,278.47,50.00,150.00
1,2,0.3338,4.6813,1.6485,403.52,290.86,50.00,150.00
1,3,1.4338,5.3873,1.6485,481.46,272.40,50.00,150.00
2,1,-2.3736,5.1391,1.6485,190.25,278.31,50.00,150.00
2,2,0.3337,4.6748,1.6485,403.56,291.05,50.00,150.00
2,3,1.4428,5.3919,1.6485,482.03,272.29,50.00,150.00
3,1,-2.3859,5.1490,1.6485,189.65,278.06,50.00,150.00
3,2,0.3306,4.6643,1.6485,403.35,291.37,50.00,150.00
3,3,1.4561,5.3992,1.6485,482.88,272.13,50.00,150.00
4,1,-2.4022,5.1621,1.6485,188.86,277.74,50.00,150.00
4,2,0.3250,4.6496,1.6485,402.96,291.82,50.00,150.00
4,3,1.4738,5.4090,1.6485,483.99,271.91,50.00,150.00
5,1,-2.4227,5.1786,1.6485,187.87,277.33,50.00,150.00
5,2,0.3174,4.6307,1.6485,402.42,292.40,50.00,150.00
5,3,1.4959,5.4213,1.6485,485.37,271.63,50.00,150.00
6,1,-2.4472,5.1983,1.6485,186.69,276.85,50.00,150.00
6,2,0.3081,4.6073,1.6485,401.74,293.12,50.00,150.00
6,3,1.5223,5.4363,1.6485,487.01,271.30,50.00,150.00
7,1,-2.4758,5.2213,1.6485,185.33,276.29,50.00,150.00
7,2,0.2974,4.5793,1.6485,400.98,294.00,50.00,150.00
7,3,1.5530,5.4539,1.6485,488.90,270.90,50.00,150.00
8,1,-2.5085,5.2477,1.6485,183.79,275.66,50.00,150.00
8,2,0.2860,4.5466,1.6485,400.16,295.03,50.00,150.00
8,3,1.5881,5.4741,1.6485,491.04,270.46,50.00,150.00
9,1,-2.5453,5.2773,1.6485,182.07,274.95,50.00,150.00
9,2,0.2742,4.5090,1.6485,399.32,296.24,50.00,150.00
9,3,1.6274,5.4971,1.6485,493.42,269.95,50.00,150.00
10,1,-2.5862,5.3102,1.6485,180.19,274.18,50.00,150.00
10,2,0.2626,4.4665,1.6485,398.52,297.63,50.00,150.00
10,3,1.6710,5.5227,1.6485,496.03,269.40,50.00,150.00
11,1,-2.6312,5.3463,1.6485,178.14,273.34,50.00,150.00
11,2,0.2520,4.4189,1.6485,397.81,299.22,50.00,150.00
11,3,1.7188,5.5512,1.6485,498.85,268.78,50.00,150.00
12,1,-2.6803,5.3858,1.6485,175.94,272.43,50.00,150.00
12,2,0.2430,4.3662,1.6485,397.26,301.02,50.00,150.00
12,3,1.7708,5.5826,1.6485,501.88,268.12,50.00,150.00
13,1,-2.7334,5.4286,1.6485,173.59,271.47,50.00,150.00
13,2,0.2364,4.3085,1.6485,396.94,303.05,50.00,150.00
13,3,1.8270,5.6168,1.6485,505.11,267.40,50.00,150.00
14,1,-2.7888,5.4731,1.6485,171.18,270.48,50.00,150.00
14,2,0.2600,4.2692,1.6485,399.36,304.45,50.00,150.00
14,3,1.8877,5.6485,1.6485,508.68,266.74,50.00,150.00
15,1,-2.8442,5.5177,1.6485,168.81,269.51,50.00,150.00
