frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-1.9622,4.9778,1.6485,217.32,282.47,50.00,150.00
1,2,2.7640,4.0153,1.6485,650.35,314.22,50.00,150.00
1,3,2.8152,5.4578,1.6485,581.32,270.82,50.00,150.00
1,4,0.7627,3.8994,1.6485,453.24,319.10,50.00,150.00
1,5,1.0629,6.4889,1.6485,440.52,251.62,50.00,150.00
2,1,-1.9601,4.9688,1.6485,217.20,282.71,50.00,150.00
2,2,2.7578,4.0115,1.6485,649.99,314.38,50.00,150.00
2,3,2.8223,5.4637,1.6485,581.62,270.69,50.00,150.00
2,4,0.7701,3.8987,1.6485,454.01,319.13,50.00,150.00
2,5,1.0639,6.4814,1.6485,440.66,251.74,50.00,150.00
3,1,-1.9571,4.9554,1.6485,217.03,283.07,50.00,150.00
3,2,2.7560,4.0021,1.6485,650.46,314.77,50.00,150.00
3,3,2.8314,5.4747,1.6485,581.87,270.45,50.00,150.00
3,4,0.7687,3.8951,1.6485,453.94,319.29,50.00,150.00
3,5,1.0654,6.4701,1.6485,440.87,251.92,50.00,150.00
4,1,-1.9530,4.9375,1.6485,216.79,283.55,50.00,150.00
4,2,2.7572,3.9883,1.6485,651.52,315.33,50.00,150.00
4,3,2.8430,5.4903,1.6485,582.13,270.10,50.00,150.00
4,4,0.7632,3.8905,1.6485,453.47,319.49,50.00,150.00
4,5,1.0674,6.4550,1.6485,441.14,252.15,50.00,150.00
5,1,-1.9478,4.9151,1.6485,216.48,284.16,50.00,150.00
5,2,2.7605,3.9704,1.6485,653.10,316.08,50.00,150.00
5,3,2.8573,5.5104,1.6485,582.42,269.67,50.00,150.00
5,4,0.7541,3.8846,1.6485,452.65,319.75,50.00,150.00
5,5,1.0699,6.4361,1.6485,441.50,252.45,50.00,150.00
6,1,-1.9417,4.8883,1.6485,216.12,284.89,50.00,150.00
6,2,2.7548,3.9507,1.6485,653.91,316.91,50.00,150.00
6,3,2.8747,5.5347,1.6485,582.76,269.14,50.00,150.00
6,4,0.7566,3.8804,1.6485,452.99,319.93,50.00,150.00
6,5,1.0730,6.4135,1.6485,441.92,252.81,50.00,150.00
7,1,-1.9345,4.8570,1.6485,215.68,285.76,50.00,150.00
7,2,2.7545,3.9265,1.6485,655.60,317.94,50.00,150.00
7,3,2.8953,5.5631,1.6485,583.18,268.53,50.00,150.00
7,4,0.7530,3.8755,1.6485,452.72,320.14,50.00,150.00
7,5,1.0765,6.3871,1.6485,442.42,253.24,50.00,150.00
8,1,-1.9263,4.8212,1.6485,215.18,286.77,50.00,150.00
8,2,2.7446,3.9017,1.6485,656.37,319.00,50.00,150.00
8,3,2.9254,5.5874,1.6485,584.43,268.02,50.00,150.00
8,4,0.7570,3.8720,1.6485,453.20,320.30,50.00,150.00
8,5,1.0654,6.3654,1.6485,441.95,253.59,50.00,150.00
9,1,-1.9170,4.7809,1.6485,214.61,287.92,50.00,150.00
9,2,2.7422,3.8721,1.6485,658.28,320.30,50.00,150.00
9,3,2.9566,5.6180,1.6485,585.51,267.37,50.00,150.00
9,4,0.7539,3.8680,1.6485,452.96,320.48,50.00,150.00
9,5,1.0605,6.3390,1.6485,441.92,254.02,50.00,150.00
10,1,-1.9067,4.7361,1.6485,213.96,289.23,50.00,150.00
10,2,2.7444,3.8383,1.6485,661.00,321.80,50.00,150.00
10,3,2.9900,5.6537,1.6485,586.55,266.63,50.00,150.00
