frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,-1.1960,4.8798,1.6485,276.96,285.13,50.00,150.00
1,2,-2.9866,3.8486,1.6485,64.59,321.34,50.00,150.00
1,3,0.4110,6.8870,1.6485,398.87,245.75,50.00,150.00
1,4,1.1068,2.4872,1.6485,552.99,415.11,50.00,150.00
1,5,-1.3885,5.9535,1.6485,281.71,260.76,50.00,150.00
2,1,-1.1951,4.8710,1.6485,276.86,285.37,50.00,150.00
2,2,-2.9963,3.8458,1.6485,63.36,321.46,50.00,150.00
2,3,0.4038,6.8848,1.6485,398.46,245.78,50.00,150.00
2,4,1.1047,2.4782,1.6485,553.30,416.09,50.00,150.00
2,5,-1.3939,5.9600,1.6485,281.45,260.64,50.00,150.00
3,1,-1.1936,4.8578,1.6485,276.72,285.74,50.00,150.00
3,2,-3.0108,3.8417,1.6485,61.51,321.64,50.00,150.00
3,3,0.3929,6.8814,1.6485,397.84,245.82,50.00,150.00
3,4,1.1015,2.4645,1.6485,553.78,417.56,50.00,150.00
3,5,-1.4008,5.9709,1.6485,281.16,260.43,50.00,150.00
4,1,-1.1913,4.8403,1.6485,276.55,286.23,50.00,150.00
4,2,-3.0302,3.8362,1.6485,59.05,321.89,50.00,150.00
4,3,0.3785,6.8770,1.6485,397.01,245.88,50.00,150.00
4,4,1.0973,2.4463,1.6485,554.41,419.55,50.00,150.00
4,5,-1.4095,5.9859,1.6485,280.81,260.16,50.00,150.00
5,1,-1.1884,4.8184,1.6485,276.34,286.85,50.00,150.00
5,2,-3.0544,3.8294,1.6485,55.95,322.20,50.00,150.00
5,3,0.3754,6.8824,1.6485,396.82,245.81,50.00,150.00
5,4,1.0920,2.4236,1.6485,555.23,422.08,50.00,150.00
5,5,-1.4241,6.0016,1.6485,280.09,259.87,50.00,150.00
6,1,-1.1848,4.7921,1.6485,276.10,287.60,50.00,150.00
6,2,-3.0835,3.8211,1.6485,52.22,322.57,50.00,150.00
6,3,0.3676,6.8839,1.6485,396.36,245.79,50.00,150.00
