frame,track_id,world_pX,world_pZ,world_pY,cov_00,cov_01,cov_02,cov_10,cov_11,cov_12,cov_20,cov_21,cov_22
3,1,-0.189865,3.951324,1.646411,0.006793,0.000000,0.000000,0.000000,0.039032,0.000000,0.000000,0.000000,0.006793
4,1,-0.127151,3.955901,1.629250,0.006603,0.000000,0.000000,0.000000,0.039123,0.000000,0.000000,0.000000,0.006603
5,1,-0.096400,3.960479,1.606321,0.006152,0.000000,0.000000,0.000000,0.039213,0.000000,0.000000,0.000000,0.006152
6,1,-0.019539,3.961242,1.587985,0.005846,0.000000,0.000000,0.000000,0.039229,0.000000,0.000000,0.000000,0.005846
7,1,0.005314,3.965057,1.583654,0.005472,0.000000,0.000000,0.000000,0.039304,0.000000,0.000000,0.000000,0.005472
8,1,0.012283,3.968109,1.583349,0.005303,0.000000,0.000000,0.000000,0.039365,0.000000,0.000000,0.000000,0.005303
9,1,0.033720,3.967346,1.603425,0.005222,0.000000,0.000000,0.000000,0.039350,0.000000,0.000000,0.000000,0.005222
10,1,0.043789,3.970398,1.608932,0.005422,0.000000,0.000000,0.000000,0.039410,0.000000,0.000000,0.000000,0.005422
11,1,0.064995,4.101625,1.677731,0.005837,0.000000,0.000000,0.000000,0.042058,0.000000,0.000000,0.000000,0.005837
12,1,0.138300,4.055085,1.657769,0.005712,0.000000,0.000000,0.000000,0.041109,0.000000,0.000000,0.000000,0.005712
13,1,0.161355,4.053559,1.656818,0.005551,0.000000,0.000000,0.000000,0.041078,0.000000,0.000000,0.000000,0.005551
14,1,0.170666,4.101625,1.676361,0.005601,0.000000,0.000000,0.000000,0.042058,0.000000,0.000000,0.000000,0.005601
15,1,0.204972,4.141299,1.696008,0.005676,0.000000,0.000000,0.000000,0.042876,0.000000,0.000000,0.000000,0.005676
16,1,0.249468,4.240482,1.737956,0.005896,0.000000,0.000000,0.000000,0.044954,0.000000,0.000000,0.000000,0.005896
17,1,0.305512,4.447242,1.760321,0.006457,0.000000,0.000000,0.000000,0.049445,0.000000,0.000000,0.000000,0.006457
18,1,0.467547,4.293126,1.651541,0.005803,0.000000,0.000000,0.000000,0.046077,0.000000,0.000000,0.000000,0.005803
19,1,0.513498,4.158846,1.583036,0.005236,0.000000,0.000000,0.000000,0.043240,0.000000,0.000000,0.000000,0.005236
20,1,0.539723,4.203097,1.594038,0.005257,0.000000,0.000000,0.000000,0.044165,0.000000,0.000000,0.000000,0.005257
21,1,0.586432,4.350347,1.644486,0.005598,0.000000,0.000000,0.000000,0.047314,0.000000,0.000000,0.000000,0.005598
22,1,0.615077,4.390784,1.669189,0.005652,0.000000,0.000000,0.000000,0.048197,0.000000,0.000000,0.000000,0.005652
23,1,0.977995,6.864271,2.598509,0.013666,0.000000,0.000000,0.000000,0.117796,0.000000,0.000000,0.000000,0.013666
24,1,0.792255,4.472419,1.649752,0.005734,0.000000,0.000000,0.000000,0.050006,0.000000,0.000000,0.000000,0.005734
25,1,0.845403,4.476234,1.635306,0.005264,0.000000,0.000000,0.000000,0.050092,0.000000,0.000000,0.000000,0.005264
26,1,0.863934,4.483864,1.632813,0.005059,0.000000,0.000000,0.000000,0.050263,0.000000,0.000000,0.000000,0.005059
27,1,0.919171,4.493782,1.623658,0.005003,0.000000,0.000000,0.000000,0.050485,0.000000,0.000000,0.000000,0.005003
28,1,0.960548,4.515908,1.619829,0.005151,0.000000,0.000000,0.000000,0.050984,0.000000,0.000000,0.000000,0.005151
29,1,0.997286,4.596017,1.652183,0.005395,0.000000,0.000000,0.000000,0.052808,0.000000,0.000000,0.000000,0.005395
30,1,1.055040,4.591440,1.652284,0.005581,0.000000,0.000000,0.000000,0.052703,0.000000,0.000000,0.000000,0.005581
31,1,1.075251,4.591440,1.653465,0.005429,0.000000,0.000000,0.000000,0.052703,0.000000,0.000000,0.000000,0.005429
32,1,1.090196,4.630350,1.668255,0.005438,0.000000,0.000000,0.000000,0.053600,0.000000,0.000000,0.000000,0.005438
33,1,1.111181,4.667735,1.686189,0.005496,0.000000,0.000000,0.000000,0.054469,0.000000,0.000000,0.000000,0.005496
34,1,1.134787,4.737164,1.701448,0.005697,0.000000,0.000000,0.000000,0.056102,0.000000,0.000000,0.000000,0.005697
35,1,1.250991,4.959945,1.761436,0.006319,0.000000,0.000000,0.000000,0.061503,0.000000,0.000000,0.000000,0.006319
36,1,1.318137,4.837873,1.650792,0.005956,0.000000,0.000000,0.000000,0.058513,0.000000,0.000000,0.000000,0.005956
