frame,ped_id,world_pX,world_pZ,world_pY,bb_left,bb_top,bb_w,bb_h
1,1,2.3758,3.4292,1.6485,652.13,342.29,50.00,150.00
2,1,2.3812,3.4380,1.6485,652.04,341.80,50.00,150.00
3,1,2.3892,3.4513,1.6485,651.90,341.06,50.00,150.00
4,1,2.3999,3.4690,1.6485,651.72,340.08,50.00,150.00
5,1,2.4132,3.4912,1.6485,651.49,338.87,50.00,150.00
6,1,2.4292,3.5178,1.6485,651.22,337.45,50.00,150.00
7,1,2.4479,3.5488,1.6485,650.92,335.81,50.00,150.00
8,1,2.4693,3.5843,1.6485,650.57,333.97,50.00,150.00
9,1,2.4933,3.6241,1.6485,650.19,331.95,50.00,150.00
10,1,2.5200,3.6685,1.6485,649.78,329.75,50.00,150.00
11,1,2.5494,3.7172,1.6485,649.33,327.39,50.00,150.00
12,1,2.5814,3.7704,1.6485,648.86,324.89,50.00,150.00
13,1,2.6161,3.8280,1.6485,648.37,322.26,50.00,150.00
14,1,2.6523,3.8880,1.6485,647.87,319.60,50.00,150.00
15,1,2.6885,3.9481,1.6485,647.38,317.02,50.00,150.00
16,1,2.7246,4.0081,1.6485,646.91,314.52,50.00,150.00
17,1,2.7608,4.0681,1.6485,646.46,312.09,50.00,150.00
18,1,2.7970,4.1282,1.6485,646.01,309.73,50.00,150.00
19,1,2.8331,4.1882,1.6485,645.58,307.44,50.00,150.00
20,1,2.8693,4.2482,1.6485,645.16,305.22,50.00,150.00
21,1,2.9055,4.3083,1.6485,644.76,303.05,50.00,150.00
22,1,2.9416,4.3683,1.6485,644.36,300.95,50.00,150.00
23,1,2.9778,4.4284,1.6485,643.98,298.90,50.00,150.00
24,1,3.0140,4.4884,1.6485,643.60,296.91,50.00,150.00
25,1,3.0501,4.5484,1.6485,643.24,294.97,50.00,150.00
26,1,3.0863,4.6085,1.6485,642.88,293.08,50.00,150.00
27,1,3.1225,4.6685,1.6485,642.53,291.24,50.00,150.00
28,1,3.1586,4.7285,1.6485,642.20,289.45,50.00,150.00
29,1,3.1948,4.7886,1.6485,641.87,287.70,50.00,150.00
30,1,3.2310,4.8486,1.6485,641.55,286.00,50.00,150.00
31,1,3.2671,4.9086,1.6485,641.23,284.33,50.00,150.00
32,1,3.3033,4.9687,1.6485,640.93,282.71,50.00,150.00
33,1,3.3395,5.0287,1.6485,640.63,281.13,50.00,150.00
